Setup title,Cdg-V_high_voltage
277.6,1.57641111111111E-14,-2.62107777777778E-08,1.41877E-14,-2.35897E-08,-1.272E-08,1000000,
277.9995,1.54672222222222E-14,-2.98484444444444E-08,1.39205E-14,-2.68636E-08,-6.565E-08,1000000,
278.401,1.58463333333333E-14,-2.54006666666667E-08,1.42617E-14,-2.28606E-08,-3.388E-08,1000000,
278.8,1.58133333333333E-14,-2.8332E-08,1.4232E-14,-2.54988E-08,-4.2E-10,1000000,
279.2,1.52455555555556E-14,-2.6895E-08,1.3721E-14,-2.42055E-08,-5.194E-08,1000000,
279.599,1.54437777777778E-14,-2.62526666666667E-08,1.38994E-14,-2.36274E-08,-4.214E-08,1000000,
280.0005,1.55715555555556E-14,-2.68375555555556E-08,1.40144E-14,-2.41538E-08,2.063E-08,1000000,
280.4,1.5345E-14,-2.26061111111111E-08,1.38105E-14,-2.03455E-08,-4.873E-08,1000000,
280.8005,1.52364444444444E-14,-2.90868888888889E-08,1.37128E-14,-2.61782E-08,-5.805E-08,1000000,
281.1995,1.58863333333333E-14,-2.64094444444444E-08,1.42977E-14,-2.37685E-08,4.337E-08,1000000,
281.5995,1.5189E-14,-2.64027777777778E-08,1.36701E-14,-2.37625E-08,-1.747E-08,1000000,
282,1.55097777777778E-14,-2.65285555555556E-08,1.39588E-14,-2.38757E-08,-4.867E-08,1000000,
282.4,1.52333333333333E-14,-2.51157777777778E-08,1.371E-14,-2.26042E-08,9.44E-09,1000000,
282.8,1.52023333333333E-14,-2.84776666666667E-08,1.36821E-14,-2.56299E-08,-2.977E-08,1000000,
283.2005,1.48977777777778E-14,-2.6193E-08,1.3408E-14,-2.35737E-08,-2.437E-08,1000000,
283.6005,1.49188888888889E-14,-2.70671111111111E-08,1.3427E-14,-2.43604E-08,-2.422E-08,1000000,
283.9995,1.49736666666667E-14,-2.46721111111111E-08,1.34763E-14,-2.22049E-08,-2.63E-08,1000000,
284.399,1.50573333333333E-14,-2.67006666666667E-08,1.35516E-14,-2.40306E-08,-5.093E-08,1000000,
284.7995,1.51717777777778E-14,-2.58618888888889E-08,1.36546E-14,-2.32757E-08,-3.86E-09,1000000,
285.2005,1.5006E-14,-2.77315555555556E-08,1.35054E-14,-2.49584E-08,-2.334E-08,1000000,
285.5995,1.47948888888889E-14,-2.63983333333333E-08,1.33154E-14,-2.37585E-08,-1.289E-08,1000000,
286,1.48612222222222E-14,-2.59413333333333E-08,1.33751E-14,-2.33472E-08,-1.765E-08,1000000,
286.4005,1.50081111111111E-14,-2.58641111111111E-08,1.35073E-14,-2.32777E-08,-3.579E-08,1000000,
286.8005,1.49448888888889E-14,-2.52813333333333E-08,1.34504E-14,-2.27532E-08,-4.665E-08,1000000,
287.2,1.4935E-14,-2.82524444444444E-08,1.34415E-14,-2.54272E-08,1.87E-09,1000000,
287.6005,1.51387777777778E-14,-2.54403333333333E-08,1.36249E-14,-2.28963E-08,2.208E-08,1000000,
287.9995,1.50438888888889E-14,-2.7513E-08,1.35395E-14,-2.47617E-08,9.24E-09,1000000,
288.4,1.49445555555556E-14,-2.60296666666667E-08,1.34501E-14,-2.34267E-08,-3.517E-08,1000000,
288.8,1.50102222222222E-14,-2.66256666666667E-08,1.35092E-14,-2.39631E-08,5.796E-08,1000000,
289.2005,1.47941111111111E-14,-2.55197777777778E-08,1.33147E-14,-2.29678E-08,2.25E-09,1000000,
289.6,1.52624444444444E-14,-2.64777777777778E-08,1.37362E-14,-2.383E-08,-3.64E-08,1000000,
289.999,1.46483333333333E-14,-2.62017777777778E-08,1.31835E-14,-2.35816E-08,1.036E-08,1000000,
290.4,1.49726666666667E-14,-2.50297777777778E-08,1.34754E-14,-2.25268E-08,-2.855E-08,1000000,
290.801,1.47737777777778E-14,-2.4277E-08,1.32964E-14,-2.18493E-08,-9.97E-09,1000000,
291.1995,1.48636666666667E-14,-2.51356666666667E-08,1.33773E-14,-2.26221E-08,-8.4E-10,1000000,
291.599,1.49058888888889E-14,-2.45683333333333E-08,1.34153E-14,-2.21115E-08,-1.558E-08,1000000,
292.0005,1.47726666666667E-14,-2.63431111111111E-08,1.32954E-14,-2.37088E-08,-3.019E-08,1000000,
292.4,1.51721111111111E-14,-2.55242222222222E-08,1.36549E-14,-2.29718E-08,-3.693E-08,1000000,
292.801,1.47632222222222E-14,-2.47052222222222E-08,1.32869E-14,-2.22347E-08,1.915E-08,1000000,
293.2005,1.49642222222222E-14,-2.75814444444444E-08,1.34678E-14,-2.48233E-08,-1.421E-08,1000000,
293.6,1.48942222222222E-14,-2.3862E-08,1.34048E-14,-2.14758E-08,-3.937E-08,1000000,
294.0005,1.47731111111111E-14,-2.39613333333333E-08,1.32958E-14,-2.15652E-08,-2.922E-08,1000000,
294.4,1.496E-14,-2.79125555555556E-08,1.3464E-14,-2.51213E-08,-5.512E-08,1000000,
294.8005,1.47871111111111E-14,-2.44955555555556E-08,1.33084E-14,-2.2046E-08,-5.278E-08,1000000,
295.2005,1.44952222222222E-14,-2.54976666666667E-08,1.30457E-14,-2.29479E-08,-1.469E-08,1000000,
295.601,1.50136666666667E-14,-2.52526666666667E-08,1.35123E-14,-2.27274E-08,1.884E-08,1000000,
295.9995,1.4486E-14,-2.48707777777778E-08,1.30374E-14,-2.23837E-08,-7.06E-09,1000000,
296.4,1.48781111111111E-14,-2.53828888888889E-08,1.33903E-14,-2.28446E-08,-3.33E-09,1000000,
296.8005,1.47466666666667E-14,-2.76741111111111E-08,1.3272E-14,-2.49067E-08,-1.915E-08,1000000,
297.2,1.46606666666667E-14,-2.54932222222222E-08,1.31946E-14,-2.29439E-08,-4.24E-09,1000000,
297.6,1.47463333333333E-14,-2.35971111111111E-08,1.32717E-14,-2.12374E-08,-1.316E-08,1000000,
297.9995,1.4406E-14,-2.46257777777778E-08,1.29654E-14,-2.21632E-08,-6.213E-08,1000000,
298.3995,1.45984444444444E-14,-2.1361E-08,1.31386E-14,-1.92249E-08,-2.847E-08,1000000,
298.8,1.44638888888889E-14,-2.55175555555556E-08,1.30175E-14,-2.29658E-08,6.978E-08,1000000,
299.2,1.47045555555556E-14,-2.47582222222222E-08,1.32341E-14,-2.22824E-08,-1.998E-08,1000000,
299.6,1.45608888888889E-14,-2.34668888888889E-08,1.31048E-14,-2.11202E-08,-6.853E-08,1000000,
300,1.44544444444444E-14,-2.49855555555556E-08,1.3009E-14,-2.2487E-08,-4.016E-08,1000000,
300.4,1.44203333333333E-14,-2.38951111111111E-08,1.29783E-14,-2.15056E-08,3.08E-09,1000000,
300.8,1.45753333333333E-14,-2.25022222222222E-08,1.31178E-14,-2.0252E-08,-3.489E-08,1000000,
301.2005,1.42573333333333E-14,-2.42681111111111E-08,1.28316E-14,-2.18413E-08,-3.995E-08,1000000,
301.6005,1.39914444444444E-14,-2.38994444444444E-08,1.25923E-14,-2.15095E-08,-2.545E-08,1000000,
302,1.42457777777778E-14,-2.62326666666667E-08,1.28212E-14,-2.36094E-08,2.82E-08,1000000,
302.3995,1.46283333333333E-14,-2.56191111111111E-08,1.31655E-14,-2.30572E-08,-3.663E-08,1000000,
302.801,1.43816666666667E-14,-2.45264444444444E-08,1.29435E-14,-2.20738E-08,2.435E-08,1000000,
303.2,1.46205555555556E-14,-2.68E-08,1.31585E-14,-2.412E-08,-1.16E-08,1000000,
303.6,1.41562222222222E-14,-2.37957777777778E-08,1.27406E-14,-2.14162E-08,-3.08E-09,1000000,
304.0005,1.43233333333333E-14,-2.61753333333333E-08,1.2891E-14,-2.35578E-08,-6.831E-08,1000000,
304.4005,1.42527777777778E-14,-2.5736E-08,1.28275E-14,-2.31624E-08,-2.574E-08,1000000,
304.8005,1.41621111111111E-14,-2.36544444444444E-08,1.27459E-14,-2.1289E-08,2.544E-08,1000000,
305.2,1.45345555555556E-14,-2.43432222222222E-08,1.30811E-14,-2.19089E-08,-3.183E-08,1000000,
305.6,1.4152E-14,-2.51907777777778E-08,1.27368E-14,-2.26717E-08,-6.558E-08,1000000,
306,1.42028888888889E-14,-2.44137777777778E-08,1.27826E-14,-2.19724E-08,-1.214E-08,1000000,
306.4,1.41055555555556E-14,-2.1372E-08,1.2695E-14,-1.92348E-08,4.657E-08,1000000,
306.8005,1.37605555555556E-14,-2.41047777777778E-08,1.23845E-14,-2.16943E-08,-1.802E-08,1000000,
307.1995,1.42721111111111E-14,-2.26037777777778E-08,1.28449E-14,-2.03434E-08,-2.968E-08,1000000,
307.6,1.41087777777778E-14,-2.66718888888889E-08,1.26979E-14,-2.40047E-08,-5.428E-08,1000000,
308.0005,1.42053333333333E-14,-2.46345555555556E-08,1.27848E-14,-2.21711E-08,2.641E-08,1000000,
308.4,1.43644444444444E-14,-2.38376666666667E-08,1.2928E-14,-2.14539E-08,-3.843E-08,1000000,
308.8,1.4022E-14,-2.57558888888889E-08,1.26198E-14,-2.31803E-08,-5.279E-08,1000000,
309.1995,1.41723333333333E-14,-2.26523333333333E-08,1.27551E-14,-2.03871E-08,-2.583E-08,1000000,
309.6,1.39661111111111E-14,-2.5129E-08,1.25695E-14,-2.26161E-08,-4.177E-08,1000000,
309.9995,1.38388888888889E-14,-2.39855555555556E-08,1.2455E-14,-2.1587E-08,-1.087E-08,1000000,
310.399,1.40711111111111E-14,-2.61597777777778E-08,1.2664E-14,-2.35438E-08,-3.78E-08,1000000,
310.799,1.42148888888889E-14,-2.46301111111111E-08,1.27934E-14,-2.21671E-08,2.08E-08,1000000,
311.1995,1.3802E-14,-2.24955555555556E-08,1.24218E-14,-2.0246E-08,-1.902E-08,1000000,
311.601,1.40114444444444E-14,-2.40142222222222E-08,1.26103E-14,-2.16128E-08,-9.17E-09,1000000,
312,1.41684444444444E-14,-2.30452222222222E-08,1.27516E-14,-2.07407E-08,-2.029E-08,1000000,
312.4005,1.42014444444444E-14,-2.52547777777778E-08,1.27813E-14,-2.27293E-08,-2.407E-08,1000000,
312.8,1.40707777777778E-14,-2.45175555555556E-08,1.26637E-14,-2.20658E-08,-6.2E-08,1000000,
313.2,1.38986666666667E-14,-2.38486666666667E-08,1.25088E-14,-2.14638E-08,-6.389E-08,1000000,
313.6,1.40093333333333E-14,-2.43255555555556E-08,1.26084E-14,-2.1893E-08,-3.675E-08,1000000,
314,1.4081E-14,-2.35837777777778E-08,1.26729E-14,-2.12254E-08,1.969E-08,1000000,
314.401,1.36066666666667E-14,-2.39502222222222E-08,1.2246E-14,-2.15552E-08,-1.809E-08,1000000,
314.8,1.35413333333333E-14,-2.2405E-08,1.21872E-14,-2.01645E-08,-3.33E-09,1000000,
315.2005,1.40392222222222E-14,-2.32946666666667E-08,1.26353E-14,-2.09652E-08,-5.138E-08,1000000,
315.6005,1.38171111111111E-14,-2.41952222222222E-08,1.24354E-14,-2.17757E-08,9.41E-09,1000000,
316,1.37823333333333E-14,-2.55814444444444E-08,1.24041E-14,-2.30233E-08,-3.098E-08,1000000,
316.4,1.3802E-14,-2.47404444444444E-08,1.24218E-14,-2.22664E-08,7.72E-09,1000000,
316.799,1.38115555555556E-14,-2.16567777777778E-08,1.24304E-14,-1.94911E-08,-1.254E-08,1000000,
317.2,1.34798888888889E-14,-2.32461111111111E-08,1.21319E-14,-2.09215E-08,-3.053E-08,1000000,
317.5995,1.3952E-14,-2.48574444444444E-08,1.25568E-14,-2.23717E-08,-2.54E-09,1000000,
318.0005,1.3756E-14,-2.34822222222222E-08,1.23804E-14,-2.1134E-08,-3.236E-08,1000000,
318.4,1.40525555555556E-14,-2.33344444444444E-08,1.26473E-14,-2.1001E-08,-3.466E-08,1000000,
318.7995,1.37012222222222E-14,-2.40032222222222E-08,1.23311E-14,-2.16029E-08,-4.815E-08,1000000,
319.1995,1.35241111111111E-14,-2.51444444444444E-08,1.21717E-14,-2.263E-08,2.949E-08,1000000,
319.6,1.39896666666667E-14,-2.47227777777778E-08,1.25907E-14,-2.22505E-08,-1.79E-08,1000000,
320,1.37433333333333E-14,-2.16147777777778E-08,1.2369E-14,-1.94533E-08,-4.218E-08,1000000,
320.4005,1.32325555555556E-14,-2.54821111111111E-08,1.19093E-14,-2.29339E-08,-2.792E-08,1000000,
320.8005,1.38838888888889E-14,-2.20364444444444E-08,1.24955E-14,-1.98328E-08,-2.543E-08,1000000,
321.2005,1.35346666666667E-14,-2.36985555555556E-08,1.21812E-14,-2.13287E-08,1.768E-08,1000000,
321.6,1.36485555555556E-14,-2.35352222222222E-08,1.22837E-14,-2.11817E-08,-1.249E-08,1000000,
322.0005,1.3189E-14,-2.4023E-08,1.18701E-14,-2.16207E-08,-4.834E-08,1000000,
322.4,1.38206666666667E-14,-2.39833333333333E-08,1.24386E-14,-2.1585E-08,9E-11,1000000,
322.8005,1.37261111111111E-14,-2.33785555555556E-08,1.23535E-14,-2.10407E-08,-5.345E-08,1000000,
323.1995,1.33966666666667E-14,-2.35153333333333E-08,1.2057E-14,-2.11638E-08,-4.368E-08,1000000,
323.6,1.3416E-14,-2.1191E-08,1.20744E-14,-1.90719E-08,-5.803E-08,1000000,
324.0005,1.33341111111111E-14,-2.34072222222222E-08,1.20007E-14,-2.10665E-08,-2.501E-08,1000000,
324.4,1.34696666666667E-14,-2.21004444444444E-08,1.21227E-14,-1.98904E-08,2.651E-08,1000000,
324.8,1.33214444444444E-14,-2.34844444444444E-08,1.19893E-14,-2.1136E-08,-1.781E-08,1000000,
325.2005,1.32975555555556E-14,-2.30915555555556E-08,1.19678E-14,-2.07824E-08,3.98E-09,1000000,
325.5995,1.28935555555556E-14,-2.24756666666667E-08,1.16042E-14,-2.02281E-08,1.915E-08,1000000,
326,1.31127777777778E-14,-2.21291111111111E-08,1.18015E-14,-1.99162E-08,-7.201E-08,1000000,
326.4005,1.32198888888889E-14,-2.11048888888889E-08,1.18979E-14,-1.89944E-08,-3.122E-08,1000000,
326.7995,1.33945555555556E-14,-2.30628888888889E-08,1.20551E-14,-2.07566E-08,5.29E-09,1000000,
327.201,1.34072222222222E-14,-2.39457777777778E-08,1.20665E-14,-2.15512E-08,5.53E-09,1000000,
327.6005,1.35052222222222E-14,-2.07296666666667E-08,1.21547E-14,-1.86567E-08,-2.266E-08,1000000,
328.0015,1.32431111111111E-14,-2.34513333333333E-08,1.19188E-14,-2.11062E-08,-6.16E-09,1000000,
328.401,1.30502222222222E-14,-2.20253333333333E-08,1.17452E-14,-1.98228E-08,2.73E-08,1000000,
328.8,1.33607777777778E-14,-2.12263333333333E-08,1.20247E-14,-1.91037E-08,-5.103E-08,1000000,
329.2,1.32961111111111E-14,-2.30826666666667E-08,1.19665E-14,-2.07744E-08,7.97E-09,1000000,
329.5995,1.33976666666667E-14,-2.15221111111111E-08,1.20579E-14,-1.93699E-08,8E-09,1000000,
330.0005,1.31623333333333E-14,-2.17693333333333E-08,1.18461E-14,-1.95924E-08,1.595E-08,1000000,
330.4,1.36386666666667E-14,-2.17252222222222E-08,1.22748E-14,-1.95527E-08,4.146E-08,1000000,
330.8,1.32673333333333E-14,-2.17604444444444E-08,1.19406E-14,-1.95844E-08,8.23E-09,1000000,
331.1995,1.32441111111111E-14,-2.36278888888889E-08,1.19197E-14,-2.12651E-08,-2.123E-08,1000000,
331.6,1.31886666666667E-14,-2.20716666666667E-08,1.18698E-14,-1.98645E-08,-6.207E-08,1000000,
332,1.34658888888889E-14,-2.33784444444444E-08,1.21193E-14,-2.10406E-08,-3.803E-08,1000000,
332.4,1.32951111111111E-14,-2.39987777777778E-08,1.19656E-14,-2.15989E-08,-2.206E-08,1000000,
332.7995,1.31278888888889E-14,-2.49456666666667E-08,1.18151E-14,-2.24511E-08,3.356E-08,1000000,
333.1995,1.31415555555556E-14,-2.24778888888889E-08,1.18274E-14,-2.02301E-08,-4.68E-09,1000000,
333.5995,1.2706E-14,-2.19723333333333E-08,1.14354E-14,-1.97751E-08,1.112E-08,1000000,
334,1.3078E-14,-2.39214444444444E-08,1.17702E-14,-2.15293E-08,-6.106E-08,1000000,
334.4,1.31496666666667E-14,-1.99238888888889E-08,1.18347E-14,-1.79315E-08,2.656E-08,1000000,
334.8,1.2759E-14,-2.35131111111111E-08,1.14831E-14,-2.11618E-08,-5.25E-08,1000000,
335.2,1.28812222222222E-14,-2.15176666666667E-08,1.15931E-14,-1.93659E-08,-5.895E-08,1000000,
335.6,1.29961111111111E-14,-2.2107E-08,1.16965E-14,-1.98963E-08,-1.961E-08,1000000,
336.0005,1.31548888888889E-14,-2.39104444444444E-08,1.18394E-14,-2.15194E-08,1.447E-08,1000000,
336.399,1.29641111111111E-14,-2.27294444444444E-08,1.16677E-14,-2.04565E-08,-2.189E-08,1000000,
336.8,1.29915555555556E-14,-2.39545555555556E-08,1.16924E-14,-2.15591E-08,-4.148E-08,1000000,
337.2,1.35361111111111E-14,-2.33321111111111E-08,1.21825E-14,-2.09989E-08,-7.402E-08,1000000,
337.6005,1.29156666666667E-14,-2.40274444444444E-08,1.16241E-14,-2.16247E-08,-2.266E-08,1000000,
337.9995,1.30411111111111E-14,-2.37471111111111E-08,1.1737E-14,-2.13724E-08,4.459E-08,1000000,
338.4,1.29476666666667E-14,-2.10386666666667E-08,1.16529E-14,-1.89348E-08,-2.647E-08,1000000,
338.8,1.29975555555556E-14,-2.35484444444444E-08,1.16978E-14,-2.11936E-08,-3.163E-08,1000000,
339.2,1.27466666666667E-14,-2.33806666666667E-08,1.1472E-14,-2.10426E-08,-4.408E-08,1000000,
339.6,1.26483333333333E-14,-2.34093333333333E-08,1.13835E-14,-2.10684E-08,6.479E-08,1000000,
339.9995,1.27206666666667E-14,-2.2661E-08,1.14486E-14,-2.03949E-08,-2.268E-08,1000000,
340.4005,1.25714444444444E-14,-2.14248888888889E-08,1.13143E-14,-1.92824E-08,-3.075E-08,1000000,
340.7995,1.27361111111111E-14,-2.1798E-08,1.14625E-14,-1.96182E-08,6.23E-09,1000000,
341.1995,1.25818888888889E-14,-2.08818888888889E-08,1.13237E-14,-1.87937E-08,-5.768E-08,1000000,
341.6,1.2988E-14,-2.37316666666667E-08,1.16892E-14,-2.13585E-08,-3.625E-08,1000000,
341.9995,1.25748888888889E-14,-2.17582222222222E-08,1.13174E-14,-1.95824E-08,-3.9E-09,1000000,
342.3995,1.26213333333333E-14,-2.32901111111111E-08,1.13592E-14,-2.09611E-08,-1.741E-08,1000000,
342.8,1.27523333333333E-14,-2.03301111111111E-08,1.14771E-14,-1.82971E-08,-3.65E-08,1000000,
343.2,1.26398888888889E-14,-2.06766666666667E-08,1.13759E-14,-1.8609E-08,-1.161E-08,1000000,
343.6005,1.30828888888889E-14,-2.36875555555556E-08,1.17746E-14,-2.13188E-08,-5.043E-08,1000000,
343.999,1.26697777777778E-14,-2.09084444444444E-08,1.14028E-14,-1.88176E-08,-5.647E-08,1000000,
344.4,1.26078888888889E-14,-2.17935555555556E-08,1.13471E-14,-1.96142E-08,-1.509E-08,1000000,
344.801,1.27224444444444E-14,-2.08112222222222E-08,1.14502E-14,-1.87301E-08,-5.876E-08,1000000,
345.2,1.25693333333333E-14,-2.21092222222222E-08,1.13124E-14,-1.98983E-08,-3.677E-08,1000000,
345.6,1.27361111111111E-14,-2.1522E-08,1.14625E-14,-1.93698E-08,-2.959E-08,1000000,
345.999,1.2434E-14,-2.17868888888889E-08,1.11906E-14,-1.96082E-08,1.449E-08,1000000,
346.4,1.25622222222222E-14,-2.25947777777778E-08,1.1306E-14,-2.03353E-08,-3.133E-08,1000000,
346.8005,1.25805555555556E-14,-2.26102222222222E-08,1.13225E-14,-2.03492E-08,-3.191E-08,1000000,
347.1995,1.24238888888889E-14,-2.27471111111111E-08,1.11815E-14,-2.04724E-08,-1.802E-08,1000000,
347.6,1.26251111111111E-14,-2.37912222222222E-08,1.13626E-14,-2.14121E-08,-2.25E-08,1000000,
347.9995,1.2577E-14,-2.18398888888889E-08,1.13193E-14,-1.96559E-08,-3.119E-08,1000000,
348.3995,1.27266666666667E-14,-2.03874444444444E-08,1.1454E-14,-1.83487E-08,-2.71E-09,1000000,
348.8005,1.27172222222222E-14,-2.09127777777778E-08,1.14455E-14,-1.88215E-08,-5.335E-08,1000000,
349.2005,1.23852222222222E-14,-2.23431111111111E-08,1.11467E-14,-2.01088E-08,8.63E-09,1000000,
349.5995,1.26047777777778E-14,-2.27361111111111E-08,1.13443E-14,-2.04625E-08,2.225E-08,1000000,
350.0005,1.26002222222222E-14,-2.13366666666667E-08,1.13402E-14,-1.9203E-08,-1.289E-08,1000000,
350.4005,1.2408E-14,-2.29171111111111E-08,1.11672E-14,-2.06254E-08,1.255E-08,1000000,
350.801,1.24838888888889E-14,-2.13807777777778E-08,1.12355E-14,-1.92427E-08,-2.05E-09,1000000,
351.2,1.20806666666667E-14,-2.03322222222222E-08,1.08726E-14,-1.8299E-08,2.55E-09,1000000,
351.5995,1.25053333333333E-14,-2.07472222222222E-08,1.12548E-14,-1.86725E-08,-4.163E-08,1000000,
352,1.23865555555556E-14,-2.12438888888889E-08,1.11479E-14,-1.91195E-08,-2.426E-08,1000000,
352.4,1.24723333333333E-14,-2.20871111111111E-08,1.12251E-14,-1.98784E-08,-4.754E-08,1000000,
352.7995,1.216E-14,-2.23585555555556E-08,1.0944E-14,-2.01227E-08,2.449E-08,1000000,
353.2,1.22646666666667E-14,-2.3087E-08,1.10382E-14,-2.07783E-08,-1.819E-08,1000000,
353.6,1.28088888888889E-14,-2.22593333333333E-08,1.1528E-14,-2.00334E-08,-1.114E-08,1000000,
354.0005,1.2589E-14,-2.13167777777778E-08,1.13301E-14,-1.91851E-08,-3.523E-08,1000000,
354.4005,1.22615555555556E-14,-2.32151111111111E-08,1.10354E-14,-2.08936E-08,-3.25E-08,1000000,
354.8,1.22362222222222E-14,-1.91623333333333E-08,1.10126E-14,-1.72461E-08,3.01E-09,1000000,
355.1995,1.23153333333333E-14,-2.15837777777778E-08,1.10838E-14,-1.94254E-08,4.527E-08,1000000,
355.6,1.23806666666667E-14,-2.09657777777778E-08,1.11426E-14,-1.88692E-08,-5.304E-08,1000000,
356,1.23686666666667E-14,-2.23365555555556E-08,1.11318E-14,-2.01029E-08,-6.226E-08,1000000,
356.4005,1.25492222222222E-14,-2.07781111111111E-08,1.12943E-14,-1.87003E-08,-3.164E-08,1000000,
356.8005,1.23187777777778E-14,-2.20761111111111E-08,1.10869E-14,-1.98685E-08,3.534E-08,1000000,
357.2,1.20964444444444E-14,-2.21488888888889E-08,1.08868E-14,-1.9934E-08,8.29E-09,1000000,
357.6005,1.20437777777778E-14,-2.05794444444444E-08,1.08394E-14,-1.85215E-08,-1.659E-08,1000000,
358.001,1.24385555555556E-14,-2.24888888888889E-08,1.11947E-14,-2.024E-08,3.935E-08,1000000,
358.4005,1.218E-14,-1.98995555555556E-08,1.0962E-14,-1.79096E-08,-2.26E-08,1000000,
358.8005,1.19292222222222E-14,-2.38485555555556E-08,1.07363E-14,-2.14637E-08,-2.812E-08,1000000,
359.2005,1.22022222222222E-14,-2.00894444444444E-08,1.0982E-14,-1.80805E-08,-5.623E-08,1000000,
359.6005,1.25092222222222E-14,-2.19304444444444E-08,1.12583E-14,-1.97374E-08,1.153E-08,1000000,
360.0005,1.22948888888889E-14,-2.2405E-08,1.10654E-14,-2.01645E-08,-3.692E-08,1000000,
360.4,1.18842222222222E-14,-2.00077777777778E-08,1.06958E-14,-1.8007E-08,-1.0585E-07,1000000,
360.8005,1.21575555555556E-14,-2.16963333333333E-08,1.09418E-14,-1.95267E-08,-6.01E-09,1000000,
361.2005,1.20507777777778E-14,-2.03608888888889E-08,1.08457E-14,-1.83248E-08,-2.738E-08,1000000,
361.6,1.20068888888889E-14,-2.01203333333333E-08,1.08062E-14,-1.81083E-08,-5.59E-08,1000000,
362,1.21638888888889E-14,-2.02572222222222E-08,1.09475E-14,-1.82315E-08,-4.019E-08,1000000,
362.4,1.20458888888889E-14,-2.02306666666667E-08,1.08413E-14,-1.82076E-08,-3.337E-08,1000000,
362.8,1.20402222222222E-14,-2.21621111111111E-08,1.08362E-14,-1.99459E-08,-3.404E-08,1000000,
363.199,1.25186666666667E-14,-1.94603333333333E-08,1.12668E-14,-1.75143E-08,-5.378E-08,1000000,
363.6,1.20873333333333E-14,-2.0085E-08,1.08786E-14,-1.80765E-08,2.616E-08,1000000,
363.9995,1.1801E-14,-2.1895E-08,1.06209E-14,-1.97055E-08,-2.61E-09,1000000,
364.4005,1.18673333333333E-14,-1.91645555555556E-08,1.06806E-14,-1.72481E-08,1.269E-08,1000000,
364.801,1.22428888888889E-14,-1.97473333333333E-08,1.10186E-14,-1.77726E-08,-1.873E-08,1000000,
365.201,1.20774444444444E-14,-2.0809E-08,1.08697E-14,-1.87281E-08,-3.99E-09,1000000,
365.599,1.19298888888889E-14,-1.95022222222222E-08,1.07369E-14,-1.7552E-08,-6.669E-08,1000000,
366,1.1776E-14,-1.94603333333333E-08,1.05984E-14,-1.75143E-08,-8.071E-08,1000000,
366.399,1.1983E-14,-2.12063333333333E-08,1.07847E-14,-1.90857E-08,3.218E-08,1000000,
366.8,1.21336666666667E-14,-1.96722222222222E-08,1.09203E-14,-1.7705E-08,-7.05E-08,1000000,
367.2005,1.21494444444444E-14,-2.04624444444444E-08,1.09345E-14,-1.84162E-08,-5.755E-08,1000000,
367.6,1.18395555555556E-14,-2.13652222222222E-08,1.06556E-14,-1.92287E-08,-4.963E-08,1000000,
367.9995,1.21871111111111E-14,-2.00628888888889E-08,1.09684E-14,-1.80566E-08,-4.935E-08,1000000,
368.3995,1.1906E-14,-1.92131111111111E-08,1.07154E-14,-1.72918E-08,-1.372E-08,1000000,
368.7995,1.18726666666667E-14,-2.03895555555556E-08,1.06854E-14,-1.83506E-08,-2.582E-08,1000000,
369.2,1.16404444444444E-14,-2.0798E-08,1.04764E-14,-1.87182E-08,4.638E-08,1000000,
369.6005,1.21494444444444E-14,-2.04602222222222E-08,1.09345E-14,-1.84142E-08,-2.768E-08,1000000,
369.9995,1.1783E-14,-1.89106666666667E-08,1.06047E-14,-1.70196E-08,6.16E-09,1000000,
370.4,1.18723333333333E-14,-1.99724444444444E-08,1.06851E-14,-1.79752E-08,-2.792E-08,1000000,
370.8005,1.16383333333333E-14,-1.9926E-08,1.04745E-14,-1.79334E-08,2.014E-08,1000000,
371.2,1.17946666666667E-14,-2.15528888888889E-08,1.06152E-14,-1.93976E-08,-6.665E-08,1000000,
371.6,1.18962222222222E-14,-2.05772222222222E-08,1.07066E-14,-1.85195E-08,-8.6E-09,1000000,
372,1.16404444444444E-14,-2.00673333333333E-08,1.04764E-14,-1.80606E-08,-2.371E-08,1000000,
372.4005,1.19017777777778E-14,-2.05043333333333E-08,1.07116E-14,-1.84539E-08,-5.983E-08,1000000,
372.7995,1.1697E-14,-2.0948E-08,1.05273E-14,-1.88532E-08,1.008E-08,1000000,
373.2005,1.18962222222222E-14,-1.92815555555556E-08,1.07066E-14,-1.73534E-08,2.088E-08,1000000,
373.6,1.17637777777778E-14,-2.14954444444444E-08,1.05874E-14,-1.93459E-08,-1.515E-08,1000000,
374,1.16604444444444E-14,-1.94581111111111E-08,1.04944E-14,-1.75123E-08,-1.58E-09,1000000,
374.401,1.1971E-14,-2.16058888888889E-08,1.07739E-14,-1.94453E-08,-7.143E-08,1000000,
374.8,1.15915555555556E-14,-1.75817777777778E-08,1.04324E-14,-1.58236E-08,1.092E-08,1000000,
375.1995,1.15441111111111E-14,-2.08177777777778E-08,1.03897E-14,-1.8736E-08,-4.247E-08,1000000,
375.5995,1.19762222222222E-14,-2.00364444444444E-08,1.07786E-14,-1.80328E-08,-5.061E-08,1000000,
376,1.15216666666667E-14,-1.94051111111111E-08,1.03695E-14,-1.74646E-08,-2.162E-08,1000000,
376.4005,1.17317777777778E-14,-1.92306666666667E-08,1.05586E-14,-1.73076E-08,-3.85E-08,1000000,
