# of variables,1,Sweep points,121,Parametric points,1,,,,,
Vd,Vg,Vs,Id,Ig,Is,time_s,Id_dens,Ig_dens,G_on,R_on
0.000000E+0,6.000000E+0,0.000000E+0,2.440894E-6,2.318775E-9,-2.445946E-6,1.504529E+0,4.068156E-5,3.864624E-8,1.379528E-2,4.349314E+0
2.500000E-2,6.000000E+0,0.000000E+0,3.473228E-4,2.308325E-9,-3.473735E-4,1.813774E+0,5.788714E-3,3.847208E-8,1.379528E-2,4.349314E+0
5.000000E-2,6.000000E+0,0.000000E+0,6.953425E-4,2.322642E-9,-6.954100E-4,1.927498E+0,1.158904E-2,3.871069E-8,1.392079E-2,4.310101E+0
7.500000E-2,6.000000E+0,0.000000E+0,1.044698E-3,2.312511E-9,-1.045984E-3,2.138962E+0,1.741163E-2,3.854185E-8,1.397421E-2,4.293625E+0
1.000000E-1,6.000000E+0,0.000000E+0,1.393652E-3,2.311016E-9,-1.394917E-3,2.249666E+0,2.322753E-2,3.851694E-8,1.395817E-2,4.298558E+0
1.250000E-1,6.000000E+0,0.000000E+0,1.742269E-3,2.298629E-9,-1.743557E-3,2.360366E+0,2.903781E-2,3.831049E-8,1.394467E-2,4.302718E+0
1.500000E-1,6.000000E+0,0.000000E+0,2.090567E-3,2.286514E-9,-2.091880E-3,2.470072E+0,3.484279E-2,3.810857E-8,1.393194E-2,4.306651E+0
1.750000E-1,6.000000E+0,0.000000E+0,2.434884E-3,2.275189E-9,-2.436204E-3,2.580776E+0,4.058140E-2,3.791982E-8,1.377268E-2,4.356451E+0
2.000000E-1,6.000000E+0,0.000000E+0,2.783033E-3,2.263355E-9,-2.784383E-3,2.691502E+0,4.638388E-2,3.772259E-8,1.392594E-2,4.308507E+0
2.250000E-1,6.000000E+0,0.000000E+0,3.130863E-3,2.250510E-9,-3.132203E-3,2.802204E+0,5.218105E-2,3.750851E-8,1.391320E-2,4.312450E+0
2.500000E-1,6.000000E+0,0.000000E+0,3.478317E-3,2.238402E-9,-3.479655E-3,2.912907E+0,5.797195E-2,3.730671E-8,1.389818E-2,4.317111E+0
