# of variables,1,Sweep points,121,Parametric points,1,,,,,
Vd,Vg,Vs,Id,Ig,Is,time_s,Id_dens,Ig_dens,G_on,R_on
0.000000E+0,6.000000E+0,0.000000E+0,1.254330E-6,1.391851E-6,-2.648551E-6,1.375800E+0,2.090549E-5,2.319751E-5,1.690721E-2,3.548782E+0
2.500000E-2,6.000000E+0,0.000000E+0,4.239346E-4,1.525227E-6,-4.256119E-4,1.696499E+0,7.065577E-3,2.542045E-5,1.690721E-2,3.548782E+0
5.000000E-2,6.000000E+0,0.000000E+0,8.513841E-4,1.631948E-6,-8.530848E-4,1.809203E+0,1.418973E-2,2.719913E-5,1.709798E-2,3.509187E+0
7.500000E-2,6.000000E+0,0.000000E+0,1.280223E-3,1.672535E-6,-1.283032E-3,2.020985E+0,2.133705E-2,2.787558E-5,1.715356E-2,3.497816E+0
1.000000E-1,6.000000E+0,0.000000E+0,1.709210E-3,1.704062E-6,-1.712073E-3,2.132493E+0,2.848683E-2,2.840104E-5,1.715946E-2,3.496614E+0
1.250000E-1,6.000000E+0,0.000000E+0,2.137570E-3,1.706719E-6,-2.140385E-3,2.243270E+0,3.562617E-2,2.844532E-5,1.713443E-2,3.501721E+0
1.500000E-1,6.000000E+0,0.000000E+0,2.566307E-3,1.712323E-6,-2.569129E-3,2.361165E+0,4.277178E-2,2.853872E-5,1.714945E-2,3.498655E+0
1.750000E-1,6.000000E+0,0.000000E+0,2.989213E-3,1.710422E-6,-2.992046E-3,2.473088E+0,4.982022E-2,2.850703E-5,1.691627E-2,3.546881E+0
2.000000E-1,6.000000E+0,0.000000E+0,3.417122E-3,1.717781E-6,-3.419990E-3,2.584788E+0,5.695204E-2,2.862968E-5,1.711635E-2,3.505420E+0
2.250000E-1,6.000000E+0,0.000000E+0,3.845097E-3,1.685786E-6,-3.847986E-3,2.698512E+0,6.408495E-2,2.809644E-5,1.711898E-2,3.504881E+0
2.500000E-1,6.000000E+0,0.000000E+0,4.272834E-3,1.680262E-6,-4.275700E-3,2.810485E+0,7.121390E-2,2.800437E-5,1.710949E-2,3.506827E+0
2.750000E-1,6.000000E+0,0.000000E+0,4.699757E-3,1.680790E-6,-4.702703E-3,2.953128E+0,7.832928E-2,2.801317E-5,1.707692E-2,3.513515E+0
3.000000E-1,6.000000E+0,0.000000E+0,5.126558E-3,1.698060E-6,-5.129567E-3,3.064116E+0,8.544264E-2,2.830100E-5,1.707206E-2,3.514515E+0
3.250000E-1,6.000000E+0,0.000000E+0,5.548001E-3,1.687764E-6,-5.551020E-3,3.178803E+0,9.246669E-2,2.812940E-5,1.685772E-2,3.559200E+0
3.500000E-1,6.000000E+0,0.000000E+0,5.974377E-3,1.714219E-6,-5.977437E-3,3.290596E+0,9.957295E-2,2.857031E-5,1.705503E-2,3.518024E+0
3.750000E-1,6.000000E+0,0.000000E+0,6.401492E-3,1.721509E-6,-6.404580E-3,3.405416E+0,1.066915E-1,2.869181E-5,1.708461E-2,3.511933E+0
