# of variables,1,Sweep points,121,Parametric points,1,,,,,
Vd,Vg,Vs,Id,Ig,Is,time_s,Id_dens,Ig_dens,G_on,R_on
0.000000E+0,6.000000E+0,0.000000E+0,1.719755E-6,1.229963E-6,-2.952695E-6,1.362776E+0,2.866258E-5,2.049939E-5,1.462341E-2,4.103011E+0
2.500000E-2,6.000000E+0,0.000000E+0,3.673050E-4,1.427052E-6,-3.689913E-4,1.672116E+0,6.121749E-3,2.378420E-5,1.462341E-2,4.103011E+0
5.000000E-2,6.000000E+0,0.000000E+0,7.365256E-4,1.695945E-6,-7.382893E-4,1.786838E+0,1.227543E-2,2.826575E-5,1.476882E-2,4.062612E+0
7.500000E-2,6.000000E+0,0.000000E+0,1.107014E-3,1.743526E-6,-1.109939E-3,1.998293E+0,1.845024E-2,2.905877E-5,1.481955E-2,4.048705E+0
1.000000E-1,6.000000E+0,0.000000E+0,1.476995E-3,1.836356E-6,-1.480012E-3,2.108017E+0,2.461658E-2,3.060593E-5,1.479921E-2,4.054269E+0
1.250000E-1,6.000000E+0,0.000000E+0,1.846673E-3,1.875100E-6,-1.849757E-3,2.218719E+0,3.077789E-2,3.125167E-5,1.478715E-2,4.057577E+0
1.500000E-1,6.000000E+0,0.000000E+0,2.216235E-3,1.899117E-6,-2.219350E-3,2.330420E+0,3.693725E-2,3.165195E-5,1.478247E-2,4.058861E+0
1.750000E-1,6.000000E+0,0.000000E+0,2.581074E-3,1.929159E-6,-2.584199E-3,2.442118E+0,4.301790E-2,3.215265E-5,1.459355E-2,4.111404E+0
2.000000E-1,6.000000E+0,0.000000E+0,2.950153E-3,1.951650E-6,-2.953324E-3,2.553227E+0,4.916922E-2,3.252751E-5,1.476317E-2,4.064169E+0
2.250000E-1,6.000000E+0,0.000000E+0,3.318494E-3,1.972636E-6,-3.321739E-3,2.662932E+0,5.530824E-2,3.287727E-5,1.473364E-2,4.072312E+0
2.500000E-1,6.000000E+0,0.000000E+0,3.686746E-3,1.995190E-6,-3.690004E-3,2.774632E+0,6.144577E-2,3.325317E-5,1.473008E-2,4.073298E+0
2.750000E-1,6.000000E+0,0.000000E+0,4.054446E-3,2.004174E-6,-4.057768E-3,2.884391E+0,6.757410E-2,3.340290E-5,1.470800E-2,4.079414E+0
3.000000E-1,6.000000E+0,0.000000E+0,4.421560E-3,2.022867E-6,-4.424941E-3,2.996204E+0,7.369266E-2,3.371445E-5,1.468454E-2,4.085931E+0
3.250000E-1,6.000000E+0,0.000000E+0,4.782222E-3,2.026040E-6,-4.785633E-3,3.106937E+0,7.970370E-2,3.376734E-5,1.442650E-2,4.159012E+0
3.500000E-1,6.000000E+0,0.000000E+0,5.143436E-3,2.033156E-6,-5.146861E-3,3.217638E+0,8.572394E-2,3.388593E-5,1.444856E-2,4.152664E+0
3.750000E-1,6.000000E+0,0.000000E+0,5.503323E-3,2.037973E-6,-5.506752E-3,3.330336E+0,9.172205E-2,3.396622E-5,1.439547E-2,4.167977E+0
4.000000E-1,6.000000E+0,0.000000E+0,5.861609E-3,2.048072E-6,-5.865070E-3,3.442115E+0,9.769348E-2,3.413453E-5,1.433143E-2,4.186601E+0
4.250000E-1,6.000000E+0,0.000000E+0,6.219835E-3,2.050383E-6,-6.223294E-3,3.553848E+0,1.036639E-1,3.417305E-5,1.432905E-2,4.187298E+0
4.500000E-1,6.000000E+0,0.000000E+0,6.579083E-3,2.058117E-6,-6.582599E-3,3.665514E+0,1.096514E-1,3.430196E-5,1.436992E-2,4.175390E+0
4.750000E-1,6.000000E+0,0.000000E+0,6.933851E-3,2.057552E-6,-6.937424E-3,3.776216E+0,1.155642E-1,3.429254E-5,1.419073E-2,4.228112E+0
5.000000E-1,6.000000E+0,0.000000E+0,7.293110E-3,2.053907E-6,-7.296695E-3,3.886928E+0,1.215518E-1,3.423178E-5,1.437034E-2,4.175265E+0
5.250000E-1,6.000000E+0,0.000000E+0,7.650914E-3,2.054640E-6,-7.654510E-3,3.997632E+0,1.275152E-1,3.424400E-5,1.431217E-2,4.192235E+0
5.500000E-1,6.000000E+0,0.000000E+0,8.008225E-3,2.048122E-6,-8.011807E-3,4.108360E+0,1.334704E-1,3.413536E-5,1.429243E-2,4.198026E+0
5.750000E-1,6.000000E+0,0.000000E+0,8.364469E-3,2.038338E-6,-8.368051E-3,4.219094E+0,1.394078E-1,3.397230E-5,1.424976E-2,4.210598E+0
