# of variables,1,Sweep points,121,Parametric points,1,,,,,
Vd,Vg,Vs,Id,Ig,Is,time_s,Id_dens,Ig_dens,G_on,R_on
0.000000E+0,6.000000E+0,0.000000E+0,-7.292846E-7,7.293024E-7,-1.662719E-12,2.561160E+0,-1.215474E-5,1.215504E-5,-2.228790E-6,-2.692044E+4
2.500000E-2,6.000000E+0,0.000000E+0,-7.850044E-7,7.851110E-7,-3.869963E-11,2.671000E+0,-1.308341E-5,1.308518E-5,-2.228790E-6,-2.692044E+4
5.000000E-2,6.000000E+0,0.000000E+0,-7.241572E-7,7.244272E-7,-3.115702E-10,3.378736E+0,-1.206929E-5,1.207379E-5,2.433887E-6,2.465192E+4
7.500000E-2,6.000000E+0,0.000000E+0,-7.139757E-7,7.144289E-7,-3.502565E-10,3.492166E+0,-1.189959E-5,1.190715E-5,4.072604E-7,1.473259E+5
1.000000E-1,6.000000E+0,0.000000E+0,-6.661867E-7,6.668917E-7,-4.859974E-10,3.637439E+0,-1.110311E-5,1.111486E-5,1.911560E-6,3.138798E+4
1.250000E-1,6.000000E+0,0.000000E+0,-6.351802E-7,6.361511E-7,-6.891734E-10,3.749265E+0,-1.058634E-5,1.060252E-5,1.240257E-6,4.837705E+4
1.500000E-1,6.000000E+0,0.000000E+0,-6.171405E-7,6.184652E-7,-9.529070E-10,3.863937E+0,-1.028568E-5,1.030775E-5,7.215885E-7,8.314988E+4
1.750000E-1,6.000000E+0,0.000000E+0,-5.978619E-7,5.995732E-7,-1.765972E-9,4.115484E+0,-9.964365E-6,9.992887E-6,7.711446E-7,7.780642E+4
2.000000E-1,6.000000E+0,0.000000E+0,-6.297466E-7,6.319674E-7,-2.187641E-9,4.227370E+0,-1.049578E-5,1.053279E-5,-1.275387E-6,-4.704456E+4
2.250000E-1,6.000000E+0,0.000000E+0,-6.635771E-7,6.666167E-7,-3.020725E-9,4.343188E+0,-1.105962E-5,1.111028E-5,-1.353219E-6,-4.433872E+4
