# of variables,1,Sweep points,601,Parametric points,1,
Vd,Vs,Id,Is,time_s,Id_dens,Ron
1.000000E+1,0.000000E+0,3.163052E-2,-3.163104E-2,1.433640E+0,5.271753E-1,9.484512E-2
9.950000E+0,0.000000E+0,3.155384E-2,-3.155439E-2,1.500474E+0,5.258974E-1,3.912673E+1
9.900000E+0,0.000000E+0,3.150492E-2,-3.150543E-2,1.567295E+0,5.250820E-1,6.131930E+1
9.850000E+0,0.000000E+0,3.146141E-2,-3.146191E-2,1.633149E+0,5.243568E-1,6.894746E+1
9.800000E+0,0.000000E+0,3.141163E-2,-3.141212E-2,1.699969E+0,5.235271E-1,6.026389E+1
9.750000E+0,0.000000E+0,3.136247E-2,-3.136299E-2,1.766788E+0,5.227079E-1,6.103580E+1
9.700000E+0,0.000000E+0,3.131186E-2,-3.131238E-2,1.833578E+0,5.218643E-1,5.927036E+1
9.650000E+0,0.000000E+0,3.126167E-2,-3.126215E-2,1.899400E+0,5.210279E-1,5.977630E+1
9.600000E+0,0.000000E+0,3.121396E-2,-3.121445E-2,1.966263E+0,5.202327E-1,6.288263E+1
9.550000E+0,0.000000E+0,3.116758E-2,-3.116801E-2,2.033301E+0,5.194597E-1,6.467805E+1
9.500000E+0,0.000000E+0,3.111634E-2,-3.111688E-2,2.099574E+0,5.186057E-1,5.855070E+1
9.450000E+0,0.000000E+0,3.106458E-2,-3.106506E-2,2.166108E+0,5.177430E-1,5.796073E+1
9.400000E+0,0.000000E+0,3.101488E-2,-3.101537E-2,2.232928E+0,5.169147E-1,6.036327E+1
9.350000E+0,0.000000E+0,3.096492E-2,-3.096536E-2,2.300198E+0,5.160821E-1,6.004820E+1
9.300000E+0,0.000000E+0,3.091397E-2,-3.091447E-2,2.366055E+0,5.152329E-1,5.888034E+1
9.250000E+0,0.000000E+0,3.086089E-2,-3.086131E-2,2.432874E+0,5.143482E-1,5.651471E+1
9.200000E+0,0.000000E+0,3.080904E-2,-3.080955E-2,2.499695E+0,5.134841E-1,5.786494E+1
9.150000E+0,0.000000E+0,3.075953E-2,-3.075997E-2,2.566576E+0,5.126588E-1,6.058351E+1
9.100000E+0,0.000000E+0,3.070968E-2,-3.071016E-2,2.633132E+0,5.118281E-1,6.018957E+1
