# of variables,1,Sweep points,601,Parametric points,1,
Vd,Vs,Id,Is,time_s,Id_dens,Ron
1.000000E+1,0.000000E+0,3.112931E-2,-3.113002E-2,1.542587E+0,5.188219E-1,9.637219E-2
9.950000E+0,0.000000E+0,3.108251E-2,-3.108319E-2,1.608674E+0,5.180418E-1,6.409889E+1
9.900000E+0,0.000000E+0,3.103994E-2,-3.104062E-2,1.676070E+0,5.173324E-1,7.047400E+1
9.850000E+0,0.000000E+0,3.099880E-2,-3.099949E-2,1.743441E+0,5.166467E-1,7.292130E+1
9.800000E+0,0.000000E+0,3.095748E-2,-3.095813E-2,1.809733E+0,5.159581E-1,7.260900E+1
9.750000E+0,0.000000E+0,3.091728E-2,-3.091792E-2,1.876059E+0,5.152879E-1,7.461031E+1
9.700000E+0,0.000000E+0,3.087807E-2,-3.087874E-2,1.942836E+0,5.146345E-1,7.651367E+1
9.650000E+0,0.000000E+0,3.083701E-2,-3.083769E-2,2.023843E+0,5.139502E-1,7.307349E+1
9.600000E+0,0.000000E+0,3.079928E-2,-3.079991E-2,2.095337E+0,5.133214E-1,7.951287E+1
9.550000E+0,0.000000E+0,3.076009E-2,-3.076077E-2,2.177411E+0,5.126681E-1,7.653548E+1
9.500000E+0,0.000000E+0,3.072022E-2,-3.072082E-2,2.245282E+0,5.120037E-1,7.525876E+1
9.450000E+0,0.000000E+0,3.067857E-2,-3.067918E-2,2.312129E+0,5.113095E-1,7.202454E+1
9.400000E+0,0.000000E+0,3.063867E-2,-3.063927E-2,2.379282E+0,5.106445E-1,7.518849E+1
9.350000E+0,0.000000E+0,3.059735E-2,-3.059795E-2,2.445924E+0,5.099559E-1,7.260900E+1
9.300000E+0,0.000000E+0,3.055558E-2,-3.055627E-2,2.512270E+0,5.092597E-1,7.181899E+1
9.250000E+0,0.000000E+0,3.051322E-2,-3.051380E-2,2.579098E+0,5.085536E-1,7.081173E+1
9.200000E+0,0.000000E+0,3.047132E-2,-3.047193E-2,2.645940E+0,5.078554E-1,7.161462E+1
9.150000E+0,0.000000E+0,3.042743E-2,-3.042806E-2,2.712201E+0,5.071239E-1,6.834767E+1
9.100000E+0,0.000000E+0,3.038394E-2,-3.038458E-2,2.779477E+0,5.063991E-1,6.898585E+1
9.050000E+0,0.000000E+0,3.034003E-2,-3.034067E-2,2.847744E+0,5.056671E-1,6.831288E+1
9.000000E+0,0.000000E+0,3.029617E-2,-3.029680E-2,2.914815E+0,5.049362E-1,6.840282E+1
8.950000E+0,0.000000E+0,3.025206E-2,-3.025270E-2,2.980843E+0,5.042011E-1,6.801574E+1
8.900000E+0,0.000000E+0,3.020656E-2,-3.020718E-2,3.047737E+0,5.034427E-1,6.593036E+1
8.850000E+0,0.000000E+0,3.016135E-2,-3.016191E-2,3.114747E+0,5.026891E-1,6.634862E+1
8.800000E+0,0.000000E+0,3.011339E-2,-3.011400E-2,3.181058E+0,5.018898E-1,6.255536E+1
8.750000E+0,0.000000E+0,3.006556E-2,-3.006619E-2,3.247928E+0,5.010927E-1,6.272589E+1
8.700000E+0,0.000000E+0,3.001704E-2,-3.001761E-2,3.314686E+0,5.002840E-1,6.183249E+1
8.650000E+0,0.000000E+0,2.996817E-2,-2.996880E-2,3.380538E+0,4.994694E-1,6.138006E+1
8.600000E+0,0.000000E+0,2.991731E-2,-2.991793E-2,3.447393E+0,4.986219E-1,5.899248E+1
8.550000E+0,0.000000E+0,2.986835E-2,-2.986891E-2,3.514781E+0,4.978059E-1,6.127498E+1
8.500000E+0,0.000000E+0,2.981862E-2,-2.981917E-2,3.581317E+0,4.969770E-1,6.032032E+1
8.450000E+0,0.000000E+0,2.976476E-2,-2.976533E-2,3.647657E+0,4.960793E-1,5.570163E+1
8.400000E+0,0.000000E+0,2.971300E-2,-2.971351E-2,3.713708E+0,4.952167E-1,5.795864E+1
8.350000E+0,0.000000E+0,2.965911E-2,-2.965965E-2,3.780528E+0,4.943184E-1,5.566506E+1
8.300000E+0,0.000000E+0,2.960334E-2,-2.960387E-2,3.847421E+0,4.933890E-1,5.379468E+1
8.250000E+0,0.000000E+0,2.954730E-2,-2.954787E-2,3.913993E+0,4.924550E-1,5.353363E+1
8.200000E+0,0.000000E+0,2.949089E-2,-2.949135E-2,3.981195E+0,4.915148E-1,5.318186E+1
8.150000E+0,0.000000E+0,2.943399E-2,-2.943462E-2,4.047811E+0,4.905665E-1,5.272573E+1
8.100000E+0,0.000000E+0,2.937549E-2,-2.937605E-2,4.113923E+0,4.895916E-1,5.128523E+1
8.050000E+0,0.000000E+0,2.931705E-2,-2.931763E-2,4.181278E+0,4.886174E-1,5.132773E+1
8.000000E+0,0.000000E+0,2.925651E-2,-2.925713E-2,-5.573634E+1,4.876085E-1,4.955884E+1
7.950000E+0,0.000000E+0,2.919765E-2,-2.919821E-2,-5.566815E+1,4.866274E-1,5.096392E+1
7.900000E+0,0.000000E+0,2.913489E-2,-2.913553E-2,-5.560119E+1,4.855816E-1,4.780685E+1
7.850000E+0,0.000000E+0,2.907076E-2,-2.907124E-2,-5.553500E+1,4.845127E-1,4.677662E+1
7.800000E+0,0.000000E+0,2.900686E-2,-2.900738E-2,-5.546715E+1,4.834477E-1,4.695116E+1
7.750000E+0,0.000000E+0,2.894115E-2,-2.894170E-2,-5.540047E+1,4.823526E-1,4.565617E+1
7.700000E+0,0.000000E+0,2.887262E-2,-2.887319E-2,-5.532469E+1,4.812104E-1,4.377498E+1
7.650000E+0,0.000000E+0,2.880472E-2,-2.880524E-2,-5.525830E+1,4.800787E-1,4.418085E+1
7.600000E+0,0.000000E+0,2.873494E-2,-2.873545E-2,-5.519028E+1,4.789156E-1,4.298980E+1
7.550000E+0,0.000000E+0,2.866453E-2,-2.866510E-2,-5.512346E+1,4.777422E-1,4.260993E+1
7.500000E+0,0.000000E+0,2.859248E-2,-2.859299E-2,-5.505675E+1,4.765413E-1,4.163834E+1
7.450000E+0,0.000000E+0,2.851901E-2,-2.851960E-2,-5.499040E+1,4.753168E-1,4.083290E+1
7.400000E+0,0.000000E+0,2.844404E-2,-2.844453E-2,-5.492335E+1,4.740673E-1,4.001622E+1
7.350000E+0,0.000000E+0,2.836810E-2,-2.836864E-2,-5.485641E+1,4.728017E-1,3.950679E+1
7.300000E+0,0.000000E+0,2.829037E-2,-2.829092E-2,-5.479021E+1,4.715061E-1,3.859142E+1
7.250000E+0,0.000000E+0,2.821162E-2,-2.821214E-2,-5.471601E+1,4.701936E-1,3.809576E+1
7.200000E+0,0.000000E+0,2.813281E-2,-2.813332E-2,-5.464790E+1,4.688802E-1,3.806695E+1
7.150000E+0,0.000000E+0,2.805178E-2,-2.805233E-2,-5.458091E+1,4.675297E-1,3.702473E+1
7.100000E+0,0.000000E+0,2.796840E-2,-2.796886E-2,-5.451412E+1,4.661399E-1,3.597687E+1
7.050000E+0,0.000000E+0,2.788424E-2,-2.788481E-2,-5.444742E+1,4.647374E-1,3.565038E+1
7.000000E+0,0.000000E+0,2.779843E-2,-2.779894E-2,-5.438142E+1,4.633071E-1,3.495784E+1
6.950000E+0,0.000000E+0,2.771061E-2,-2.771118E-2,-5.431163E+1,4.618434E-1,3.416006E+1
6.900000E+0,0.000000E+0,2.762126E-2,-2.762178E-2,-5.424507E+1,4.603543E-1,3.357682E+1
6.850000E+0,0.000000E+0,2.753041E-2,-2.753087E-2,-5.417732E+1,4.588401E-1,3.302128E+1
6.800000E+0,0.000000E+0,2.743814E-2,-2.743859E-2,-5.411140E+1,4.573023E-1,3.251398E+1
6.750000E+0,0.000000E+0,2.734413E-2,-2.734468E-2,-5.404380E+1,4.557355E-1,3.191228E+1
6.700000E+0,0.000000E+0,2.724814E-2,-2.724869E-2,-5.397734E+1,4.541357E-1,3.125401E+1
6.650000E+0,0.000000E+0,2.715149E-2,-2.715198E-2,-5.389409E+1,4.525248E-1,3.103838E+1
6.600000E+0,0.000000E+0,2.705553E-2,-2.705605E-2,-5.382594E+1,4.509254E-1,3.126189E+1
6.550000E+0,0.000000E+0,2.695496E-2,-2.695545E-2,-5.375987E+1,4.492494E-1,2.983169E+1
6.500000E+0,0.000000E+0,2.685257E-2,-2.685302E-2,-5.369319E+1,4.475429E-1,2.929985E+1
6.450000E+0,0.000000E+0,2.674784E-2,-2.674835E-2,-5.362340E+1,4.457973E-1,2.864330E+1
6.400000E+0,0.000000E+0,2.664295E-2,-2.664344E-2,-5.355683E+1,4.440492E-1,2.860362E+1
6.350000E+0,0.000000E+0,2.653484E-2,-2.653536E-2,-5.349035E+1,4.422474E-1,2.774957E+1
6.300000E+0,0.000000E+0,2.642496E-2,-2.642539E-2,-5.342371E+1,4.404160E-1,2.730083E+1
6.250000E+0,0.000000E+0,2.631524E-2,-2.631568E-2,-5.335689E+1,4.385873E-1,2.734208E+1
6.200000E+0,0.000000E+0,2.620238E-2,-2.620288E-2,-5.329050E+1,4.367063E-1,2.658259E+1
6.150000E+0,0.000000E+0,2.608731E-2,-2.608771E-2,-5.322319E+1,4.347885E-1,2.607055E+1
6.100000E+0,0.000000E+0,2.597190E-2,-2.597244E-2,-5.315693E+1,4.328650E-1,2.599523E+1
6.050000E+0,0.000000E+0,2.585286E-2,-2.585327E-2,-5.308976E+1,4.308810E-1,2.520087E+1
6.000000E+0,0.000000E+0,2.573228E-2,-2.573280E-2,-5.302343E+1,4.288713E-1,2.487971E+1
5.950000E+0,0.000000E+0,2.561055E-2,-2.561096E-2,-5.295696E+1,4.268426E-1,2.464595E+1
5.900000E+0,0.000000E+0,2.548621E-2,-2.548665E-2,-5.289003E+1,4.247701E-1,2.412578E+1
5.850000E+0,0.000000E+0,2.535943E-2,-2.535982E-2,-5.282362E+1,4.226571E-1,2.366321E+1
5.800000E+0,0.000000E+0,2.523215E-2,-2.523252E-2,-5.275657E+1,4.205358E-1,2.357040E+1
5.750000E+0,0.000000E+0,2.510165E-2,-2.510205E-2,-5.268998E+1,4.183608E-1,2.298872E+1
5.700000E+0,0.000000E+0,2.496888E-2,-2.496929E-2,-5.262328E+1,4.161479E-1,2.259463E+1
5.650000E+0,0.000000E+0,2.483584E-2,-2.483618E-2,-5.255682E+1,4.139306E-1,2.255002E+1
5.600000E+0,0.000000E+0,2.469929E-2,-2.469974E-2,-5.248495E+1,4.116549E-1,2.197109E+1
5.550000E+0,0.000000E+0,2.456082E-2,-2.456123E-2,-5.241747E+1,4.093470E-1,2.166491E+1
5.500000E+0,0.000000E+0,2.442122E-2,-2.442159E-2,-5.234394E+1,4.070203E-1,2.148888E+1
5.450000E+0,0.000000E+0,2.427878E-2,-2.427927E-2,-5.227719E+1,4.046464E-1,2.106285E+1
5.400000E+0,0.000000E+0,2.413384E-2,-2.413425E-2,-5.221051E+1,4.022306E-1,2.069717E+1
5.350000E+0,0.000000E+0,2.398720E-2,-2.398766E-2,-5.214219E+1,3.997866E-1,2.045846E+1
5.300000E+0,0.000000E+0,2.383721E-2,-2.383773E-2,-5.207589E+1,3.972868E-1,2.000140E+1
5.250000E+0,0.000000E+0,2.368561E-2,-2.368606E-2,-5.200878E+1,3.947602E-1,1.978907E+1
5.200000E+0,0.000000E+0,2.353268E-2,-2.353308E-2,-5.192663E+1,3.922113E-1,1.961650E+1
5.150000E+0,0.000000E+0,2.337757E-2,-2.337800E-2,-5.185779E+1,3.896262E-1,1.934182E+1
5.100000E+0,0.000000E+0,2.321879E-2,-2.321920E-2,-5.178918E+1,3.869798E-1,1.889326E+1
5.050000E+0,0.000000E+0,2.305900E-2,-2.305951E-2,-5.172208E+1,3.843167E-1,1.877499E+1
5.000000E+0,0.000000E+0,2.289532E-2,-2.289578E-2,-5.165535E+1,3.815887E-1,1.832908E+1
4.950000E+0,0.000000E+0,2.272925E-2,-2.272969E-2,-5.158894E+1,3.788209E-1,1.806450E+1
4.900000E+0,0.000000E+0,2.256225E-2,-2.256274E-2,-5.151139E+1,3.760376E-1,1.796416E+1
4.850000E+0,0.000000E+0,2.239196E-2,-2.239239E-2,-5.144359E+1,3.731994E-1,1.761696E+1
4.800000E+0,0.000000E+0,2.221913E-2,-2.221956E-2,-5.137734E+1,3.703189E-1,1.735817E+1
4.750000E+0,0.000000E+0,2.204493E-2,-2.204528E-2,-5.129942E+1,3.674155E-1,1.722138E+1
4.700000E+0,0.000000E+0,2.186664E-2,-2.186695E-2,-5.123218E+1,3.644441E-1,1.682664E+1
4.650000E+0,0.000000E+0,2.168647E-2,-2.168679E-2,-5.116636E+1,3.614412E-1,1.665060E+1
4.600000E+0,0.000000E+0,2.150436E-2,-2.150465E-2,-5.109954E+1,3.584059E-1,1.647315E+1
4.550000E+0,0.000000E+0,2.131934E-2,-2.131962E-2,-5.103232E+1,3.553224E-1,1.621509E+1
4.500000E+0,0.000000E+0,2.113118E-2,-2.113146E-2,-5.096493E+1,3.521864E-1,1.594382E+1
4.450000E+0,0.000000E+0,2.094088E-2,-2.094121E-2,-5.088734E+1,3.490146E-1,1.576405E+1
4.400000E+0,0.000000E+0,2.074815E-2,-2.074844E-2,-5.080584E+1,3.458025E-1,1.556629E+1
4.350000E+0,0.000000E+0,2.055235E-2,-2.055264E-2,-5.072410E+1,3.425392E-1,1.532166E+1
4.300000E+0,0.000000E+0,2.035443E-2,-2.035471E-2,-5.065713E+1,3.392404E-1,1.515728E+1
4.250000E+0,0.000000E+0,2.015370E-2,-2.015401E-2,-5.059014E+1,3.358950E-1,1.494588E+1
4.200000E+0,0.000000E+0,1.994945E-2,-1.994976E-2,-5.052401E+1,3.324908E-1,1.468773E+1
4.150000E+0,0.000000E+0,1.974310E-2,-1.974337E-2,-5.045659E+1,3.290516E-1,1.453832E+1
4.100000E+0,0.000000E+0,1.953517E-2,-1.953542E-2,-5.039047E+1,3.255862E-1,1.442826E+1
4.050000E+0,0.000000E+0,1.932271E-2,-1.932297E-2,-5.031335E+1,3.220451E-1,1.411988E+1
4.000000E+0,0.000000E+0,1.910734E-2,-1.910756E-2,-5.024561E+1,3.184557E-1,1.392986E+1
3.950000E+0,0.000000E+0,1.889106E-2,-1.889136E-2,-5.017172E+1,3.148510E-1,1.387084E+1
3.900000E+0,0.000000E+0,1.867105E-2,-1.867137E-2,-5.010319E+1,3.111841E-1,1.363562E+1
3.850000E+0,0.000000E+0,1.844761E-2,-1.844792E-2,-5.003578E+1,3.074602E-1,1.342670E+1
3.800000E+0,0.000000E+0,1.822275E-2,-1.822300E-2,-4.995735E+1,3.037125E-1,1.334139E+1
3.750000E+0,0.000000E+0,1.799396E-2,-1.799424E-2,-4.988596E+1,2.998994E-1,1.311264E+1
3.700000E+0,0.000000E+0,1.776150E-2,-1.776179E-2,-4.981971E+1,2.960251E-1,1.290555E+1
3.650000E+0,0.000000E+0,1.752784E-2,-1.752802E-2,-4.975188E+1,2.921307E-1,1.283909E+1
3.600000E+0,0.000000E+0,1.728998E-2,-1.729016E-2,-4.968545E+1,2.881664E-1,1.261257E+1
3.550000E+0,0.000000E+0,1.704927E-2,-1.704955E-2,-4.961834E+1,2.841544E-1,1.246267E+1
3.500000E+0,0.000000E+0,1.680726E-2,-1.680752E-2,-4.955176E+1,2.801210E-1,1.239629E+1
3.450000E+0,0.000000E+0,1.656039E-2,-1.656058E-2,-4.948466E+1,2.760065E-1,1.215217E+1
3.400000E+0,0.000000E+0,1.631074E-2,-1.631091E-2,-4.941677E+1,2.718457E-1,1.201690E+1
3.350000E+0,0.000000E+0,1.605960E-2,-1.605980E-2,-4.934964E+1,2.676600E-1,1.194560E+1
3.300000E+0,0.000000E+0,1.580387E-2,-1.580399E-2,-4.928302E+1,2.633979E-1,1.173121E+1
3.250000E+0,0.000000E+0,1.554548E-2,-1.554559E-2,-4.921646E+1,2.590913E-1,1.160999E+1
3.200000E+0,0.000000E+0,1.528587E-2,-1.528601E-2,-4.913596E+1,2.547646E-1,1.155617E+1
3.150000E+0,0.000000E+0,1.502169E-2,-1.502179E-2,-4.906813E+1,2.503616E-1,1.135590E+1
3.100000E+0,0.000000E+0,1.475451E-2,-1.475453E-2,-4.900049E+1,2.459085E-1,1.122824E+1
3.050000E+0,0.000000E+0,1.448631E-2,-1.448638E-2,-4.893355E+1,2.414385E-1,1.118578E+1
3.000000E+0,0.000000E+0,1.421318E-2,-1.421338E-2,-4.886614E+1,2.368864E-1,1.098371E+1
2.950000E+0,0.000000E+0,1.393784E-2,-1.393806E-2,-4.879850E+1,2.322974E-1,1.089570E+1
2.900000E+0,0.000000E+0,1.366091E-2,-1.366118E-2,-4.873076E+1,2.276818E-1,1.083286E+1
2.850000E+0,0.000000E+0,1.337974E-2,-1.337988E-2,-4.866381E+1,2.229957E-1,1.066981E+1
2.800000E+0,0.000000E+0,1.309601E-2,-1.309623E-2,-4.859647E+1,2.182669E-1,1.057346E+1
2.750000E+0,0.000000E+0,1.281142E-2,-1.281155E-2,-4.852965E+1,2.135237E-1,1.054152E+1
2.700000E+0,0.000000E+0,1.252233E-2,-1.252251E-2,-4.846336E+1,2.087055E-1,1.037722E+1
2.650000E+0,0.000000E+0,1.223083E-2,-1.223106E-2,-4.839671E+1,2.038471E-1,1.029152E+1
2.600000E+0,0.000000E+0,1.193864E-2,-1.193876E-2,-4.832561E+1,1.989774E-1,1.026757E+1
2.550000E+0,0.000000E+0,1.164208E-2,-1.164213E-2,-4.825947E+1,1.940346E-1,1.011571E+1
2.500000E+0,0.000000E+0,1.134340E-2,-1.134349E-2,-4.819269E+1,1.890566E-1,1.004423E+1
2.450000E+0,0.000000E+0,1.104475E-2,-1.104490E-2,-4.812606E+1,1.840792E-1,1.004542E+1
2.400000E+0,0.000000E+0,1.074134E-2,-1.074154E-2,-4.804573E+1,1.790223E-1,9.887550E+0
2.350000E+0,0.000000E+0,1.043584E-2,-1.043596E-2,-4.797868E+1,1.739307E-1,9.820061E+0
