# of variables,1,Sweep points,601,Parametric points,1,
Vd,Vs,Id,Is,time_s,Id_dens,Ron
1.000000E+1,0.000000E+0,3.133897E-2,-3.133969E-2,1.433059E+0,5.223161E-1,9.572747E-2
9.950000E+0,0.000000E+0,3.128393E-2,-3.128460E-2,1.499880E+0,5.213988E-1,5.450466E+1
9.900000E+0,0.000000E+0,3.123103E-2,-3.123169E-2,1.566598E+0,5.205172E-1,5.671970E+1
9.850000E+0,0.000000E+0,3.118271E-2,-3.118339E-2,1.633366E+0,5.197118E-1,6.207557E+1
9.800000E+0,0.000000E+0,3.113659E-2,-3.113720E-2,1.714279E+0,5.189431E-1,6.504635E+1
9.750000E+0,0.000000E+0,3.108829E-2,-3.108894E-2,1.782559E+0,5.181382E-1,6.212106E+1
9.700000E+0,0.000000E+0,3.104081E-2,-3.104147E-2,1.854509E+0,5.173469E-1,6.318358E+1
9.650000E+0,0.000000E+0,3.099436E-2,-3.099502E-2,1.921868E+0,5.165726E-1,6.457691E+1
9.600000E+0,0.000000E+0,3.094890E-2,-3.094952E-2,1.991513E+0,5.158150E-1,6.600060E+1
9.550000E+0,0.000000E+0,3.090425E-2,-3.090486E-2,2.059557E+0,5.150708E-1,6.718164E+1
9.500000E+0,0.000000E+0,3.085815E-2,-3.085870E-2,2.126227E+0,5.143025E-1,6.507789E+1
9.450000E+0,0.000000E+0,3.081136E-2,-3.081193E-2,2.192765E+0,5.135226E-1,6.411675E+1
9.400000E+0,0.000000E+0,3.076477E-2,-3.076533E-2,2.263237E+0,5.127462E-1,6.439618E+1
9.350000E+0,0.000000E+0,3.071920E-2,-3.071981E-2,2.329639E+0,5.119866E-1,6.582527E+1
9.300000E+0,0.000000E+0,3.067203E-2,-3.067265E-2,2.400596E+0,5.112004E-1,6.360025E+1
9.250000E+0,0.000000E+0,3.062502E-2,-3.062563E-2,2.478424E+0,5.104170E-1,6.382203E+1
9.200000E+0,0.000000E+0,3.057609E-2,-3.057669E-2,2.545946E+0,5.096014E-1,6.130530E+1
9.150000E+0,0.000000E+0,3.052787E-2,-3.052845E-2,2.612290E+0,5.087978E-1,6.221465E+1
9.100000E+0,0.000000E+0,3.047980E-2,-3.048044E-2,2.689848E+0,5.079967E-1,6.241717E+1
9.050000E+0,0.000000E+0,3.043128E-2,-3.043193E-2,2.758514E+0,5.071881E-1,6.183249E+1
9.000000E+0,0.000000E+0,3.038161E-2,-3.038217E-2,2.826860E+0,5.063601E-1,6.039269E+1
8.950000E+0,0.000000E+0,3.033010E-2,-3.033063E-2,2.893633E+0,5.055016E-1,5.823948E+1
8.900000E+0,0.000000E+0,3.027955E-2,-3.028003E-2,2.960598E+0,5.046592E-1,5.935336E+1
8.850000E+0,0.000000E+0,3.022799E-2,-3.022846E-2,3.031895E+0,5.037999E-1,5.818688E+1
8.800000E+0,0.000000E+0,3.017536E-2,-3.017589E-2,3.113466E+0,5.029227E-1,5.700073E+1
8.750000E+0,0.000000E+0,3.012421E-2,-3.012482E-2,3.181114E+0,5.020702E-1,5.864878E+1
8.700000E+0,0.000000E+0,3.007145E-2,-3.007194E-2,3.247912E+0,5.011908E-1,5.685987E+1
8.650000E+0,0.000000E+0,3.001621E-2,-3.001679E-2,3.329986E+0,5.002701E-1,5.430618E+1
8.600000E+0,0.000000E+0,2.996352E-2,-2.996405E-2,3.398478E+0,4.993920E-1,5.693625E+1
8.550000E+0,0.000000E+0,2.990655E-2,-2.990707E-2,3.465451E+0,4.984424E-1,5.265850E+1
8.500000E+0,0.000000E+0,2.984880E-2,-2.984937E-2,3.531670E+0,4.974800E-1,5.195357E+1
8.450000E+0,0.000000E+0,2.979117E-2,-2.979173E-2,3.606862E+0,4.965194E-1,5.204927E+1
8.400000E+0,0.000000E+0,2.973372E-2,-2.973433E-2,3.673209E+0,4.955620E-1,5.222141E+1
8.350000E+0,0.000000E+0,2.967447E-2,-2.967495E-2,3.754369E+0,4.945745E-1,5.063546E+1
8.300000E+0,0.000000E+0,2.961446E-2,-2.961504E-2,3.822684E+0,4.935744E-1,4.999264E+1
8.250000E+0,0.000000E+0,2.955204E-2,-2.955254E-2,3.897706E+0,4.925340E-1,4.806221E+1
8.200000E+0,0.000000E+0,2.949003E-2,-2.949053E-2,3.965264E+0,4.915005E-1,4.837692E+1
8.150000E+0,0.000000E+0,2.942605E-2,-2.942660E-2,4.039280E+0,4.904342E-1,4.689102E+1
8.100000E+0,0.000000E+0,2.936195E-2,-2.936248E-2,4.106349E+0,4.893659E-1,4.680245E+1
8.050000E+0,0.000000E+0,2.929647E-2,-2.929699E-2,4.172896E+0,4.882745E-1,4.581461E+1
8.000000E+0,0.000000E+0,2.922907E-2,-2.922964E-2,4.238884E+0,4.871512E-1,4.450928E+1
7.950000E+0,0.000000E+0,2.916055E-2,-2.916094E-2,4.305952E+0,4.860091E-1,4.378212E+1
7.900000E+0,0.000000E+0,2.909098E-2,-2.909159E-2,4.372831E+0,4.848496E-1,4.312101E+1
7.850000E+0,0.000000E+0,2.902148E-2,-2.902205E-2,4.441994E+0,4.836913E-1,4.316608E+1
7.800000E+0,0.000000E+0,2.895030E-2,-2.895067E-2,4.507864E+0,4.825050E-1,4.214719E+1
7.750000E+0,0.000000E+0,2.887815E-2,-2.887866E-2,4.575871E+0,4.813025E-1,4.158244E+1
7.700000E+0,0.000000E+0,2.880385E-2,-2.880440E-2,4.642261E+0,4.800642E-1,4.037534E+1
7.650000E+0,0.000000E+0,2.872924E-2,-2.872964E-2,4.723917E+0,4.788206E-1,4.020702E+1
7.600000E+0,0.000000E+0,2.865610E-2,-2.865671E-2,4.791132E+0,4.776017E-1,4.102009E+1
7.550000E+0,0.000000E+0,2.857853E-2,-2.857918E-2,4.858188E+0,4.763089E-1,3.867575E+1
7.500000E+0,0.000000E+0,2.849940E-2,-2.850000E-2,4.934809E+0,4.749900E-1,3.791104E+1
7.450000E+0,0.000000E+0,2.842047E-2,-2.842104E-2,5.001553E+0,4.736745E-1,3.800946E+1
7.400000E+0,0.000000E+0,2.833874E-2,-2.833932E-2,5.068596E+0,4.723124E-1,3.670661E+1
7.350000E+0,0.000000E+0,2.825700E-2,-2.825754E-2,5.135260E+0,4.709500E-1,3.670076E+1
7.300000E+0,0.000000E+0,2.817278E-2,-2.817327E-2,5.201516E+0,4.695463E-1,3.562042E+1
7.250000E+0,0.000000E+0,2.808673E-2,-2.808729E-2,5.269250E+0,4.681122E-1,3.486552E+1
7.200000E+0,0.000000E+0,2.800011E-2,-2.800064E-2,5.336571E+0,4.666684E-1,3.463013E+1
7.150000E+0,0.000000E+0,2.791194E-2,-2.791244E-2,5.402831E+0,4.651989E-1,3.402583E+1
7.100000E+0,0.000000E+0,2.782216E-2,-2.782259E-2,5.470503E+0,4.637027E-1,3.341659E+1
7.050000E+0,0.000000E+0,2.773004E-2,-2.773048E-2,5.552509E+0,4.621673E-1,3.256460E+1
7.000000E+0,0.000000E+0,2.763685E-2,-2.763735E-2,5.632876E+0,4.606142E-1,3.219358E+1
6.950000E+0,0.000000E+0,2.754130E-2,-2.754181E-2,5.699857E+0,4.590217E-1,3.139841E+1
6.900000E+0,0.000000E+0,2.744482E-2,-2.744529E-2,5.772668E+0,4.574136E-1,3.109171E+1
