# of variables,1,Sweep points,201,Parametric points,1,,,,,
Vg,Vs,Vd,Ig,Is,Id,time_s,Id_dens,Ig_dens,gm,gm_dens
-5.000000E+0,0.000000E+0,5.000000E+0,-5.839114E-8,4.309578E-8,5.582781E-9,1.347589E+0,9.304635E-8,9.731857E-7,-4.676767E-10,-7.794612E-9
-4.965000E+0,0.000000E+0,5.000000E+0,-4.856527E-8,4.300222E-8,5.566412E-9,1.416862E+0,9.277354E-8,8.094212E-7,-4.676767E-10,-7.794612E-9
-4.930000E+0,0.000000E+0,5.000000E+0,-4.880541E-8,4.326935E-8,5.539059E-9,1.488618E+0,9.231766E-8,8.134236E-7,-7.815082E-10,-1.302514E-8
-4.895000E+0,0.000000E+0,5.000000E+0,-4.905660E-8,4.352457E-8,5.535698E-9,1.558687E+0,9.226164E-8,8.176100E-7,-9.603746E-11,-1.600624E-9
-4.860000E+0,0.000000E+0,5.000000E+0,-4.369194E-8,3.811321E-8,5.582622E-9,1.628994E+0,9.304371E-8,7.281991E-7,1.340693E-9,2.234488E-8
-4.825000E+0,0.000000E+0,5.000000E+0,-4.080842E-8,3.525955E-8,5.554781E-9,1.723499E+0,9.257968E-8,6.801403E-7,-7.954653E-10,-1.325775E-8
-4.790000E+0,0.000000E+0,5.000000E+0,-4.043213E-8,3.485193E-8,5.585909E-9,1.796891E+0,9.309848E-8,6.738688E-7,8.893711E-10,1.482285E-8
-4.755000E+0,0.000000E+0,5.000000E+0,-3.712199E-8,3.162506E-8,5.503949E-9,1.877442E+0,9.173248E-8,6.186998E-7,-2.341720E-9,-3.902867E-8
-4.720000E+0,0.000000E+0,5.000000E+0,-3.778910E-8,3.229396E-8,5.501571E-9,1.950122E+0,9.169285E-8,6.298183E-7,-6.794565E-11,-1.132427E-9
-4.685000E+0,0.000000E+0,5.000000E+0,-3.563407E-8,3.014955E-8,5.491692E-9,2.037832E+0,9.152820E-8,5.939011E-7,-2.822504E-10,-4.704174E-9
-4.650000E+0,0.000000E+0,5.000000E+0,-3.560282E-8,3.013746E-8,5.472275E-9,2.111634E+0,9.120458E-8,5.933803E-7,-5.547689E-10,-9.246149E-9
-4.615000E+0,0.000000E+0,5.000000E+0,-3.564137E-8,3.014656E-8,5.501460E-9,2.183518E+0,9.169100E-8,5.940229E-7,8.338473E-10,1.389745E-8
-4.580000E+0,0.000000E+0,5.000000E+0,-3.427427E-8,2.881550E-8,5.466356E-9,2.273852E+0,9.110594E-8,5.712378E-7,-1.002956E-9,-1.671594E-8
-4.545000E+0,0.000000E+0,5.000000E+0,-3.160604E-8,2.614719E-8,5.466334E-9,2.351422E+0,9.110556E-8,5.267674E-7,-6.471014E-13,-1.078502E-11
-4.510000E+0,0.000000E+0,5.000000E+0,-3.095337E-8,2.550665E-8,5.454577E-9,2.424932E+0,9.090962E-8,5.158896E-7,-3.358964E-10,-5.598273E-9
-4.475000E+0,0.000000E+0,5.000000E+0,-3.022727E-8,2.478517E-8,5.451104E-9,2.497547E+0,9.085174E-8,5.037878E-7,-9.922222E-11,-1.653704E-9
