# of variables,1,Sweep points,201,Parametric points,1,,,,,
Vg,Vs,Vd,Ig,Is,Id,time_s,Id_dens,Ig_dens,gm,gm_dens
-5.000000E+0,0.000000E+0,5.000000E+0,-2.866886E-4,2.866762E-4,5.869655E-9,1.233438E+0,9.782759E-8,4.778143E-3,-1.460381E-9,-2.433968E-8
-4.965000E+0,0.000000E+0,5.000000E+0,-2.610668E-4,2.610681E-4,5.818542E-9,1.303311E+0,9.697570E-8,4.351113E-3,-1.460381E-9,-2.433968E-8
-4.930000E+0,0.000000E+0,5.000000E+0,-2.525945E-4,2.525970E-4,5.770482E-9,1.375359E+0,9.617470E-8,4.209908E-3,-1.373149E-9,-2.288582E-8
-4.895000E+0,0.000000E+0,5.000000E+0,-2.443561E-4,2.443587E-4,5.735250E-9,1.446266E+0,9.558751E-8,4.072601E-3,-1.006611E-9,-1.677684E-8
-4.860000E+0,0.000000E+0,5.000000E+0,-2.383184E-4,2.383212E-4,5.708097E-9,1.517273E+0,9.513495E-8,3.971974E-3,-7.758112E-10,-1.293019E-8
-4.825000E+0,0.000000E+0,5.000000E+0,-2.316710E-4,2.316742E-4,5.676942E-9,1.607172E+0,9.461570E-8,3.861183E-3,-8.901451E-10,-1.483575E-8
-4.790000E+0,0.000000E+0,5.000000E+0,-2.235993E-4,2.236033E-4,5.640588E-9,1.680891E+0,9.400979E-8,3.726656E-3,-1.038699E-9,-1.731165E-8
-4.755000E+0,0.000000E+0,5.000000E+0,-2.177409E-4,2.177442E-4,5.607185E-9,1.751494E+0,9.345309E-8,3.629015E-3,-9.543477E-10,-1.590580E-8
-4.720000E+0,0.000000E+0,5.000000E+0,-2.103797E-4,2.103834E-4,5.608856E-9,1.822661E+0,9.348093E-8,3.506329E-3,4.772056E-11,7.953426E-10
-4.685000E+0,0.000000E+0,5.000000E+0,-2.053756E-4,2.053799E-4,5.627120E-9,1.900014E+0,9.378533E-8,3.422926E-3,5.218302E-10,8.697170E-9
-4.650000E+0,0.000000E+0,5.000000E+0,-2.008231E-4,2.008270E-4,5.594025E-9,1.972121E+0,9.323375E-8,3.347051E-3,-9.455674E-10,-1.575946E-8
-4.615000E+0,0.000000E+0,5.000000E+0,-1.959859E-4,1.959897E-4,5.545144E-9,2.060321E+0,9.241906E-8,3.266432E-3,-1.396597E-9,-2.327662E-8
-4.580000E+0,0.000000E+0,5.000000E+0,-1.908139E-4,1.908171E-4,5.543476E-9,2.132426E+0,9.239127E-8,3.180232E-3,-4.764443E-11,-7.940738E-10
-4.545000E+0,0.000000E+0,5.000000E+0,-1.870410E-4,1.870458E-4,5.536962E-9,2.228605E+0,9.228269E-8,3.117351E-3,-1.861368E-10,-3.102280E-9
-4.510000E+0,0.000000E+0,5.000000E+0,-1.824563E-4,1.824597E-4,5.508451E-9,2.303644E+0,9.180752E-8,3.040938E-3,-8.145738E-10,-1.357623E-8
-4.475000E+0,0.000000E+0,5.000000E+0,-1.776796E-4,1.776835E-4,5.493684E-9,2.376647E+0,9.156140E-8,2.961326E-3,-4.219355E-10,-7.032258E-9
-4.440000E+0,0.000000E+0,5.000000E+0,-1.730367E-4,1.730410E-4,5.471127E-9,2.447703E+0,9.118545E-8,2.883945E-3,-6.444749E-10,-1.074125E-8
-4.405000E+0,0.000000E+0,5.000000E+0,-1.679905E-4,1.679952E-4,5.456986E-9,2.534678E+0,9.094977E-8,2.799841E-3,-4.040197E-10,-6.733661E-9
-4.370000E+0,0.000000E+0,5.000000E+0,-1.637596E-4,1.637651E-4,5.460186E-9,2.632306E+0,9.100310E-8,2.729327E-3,9.141894E-11,1.523649E-9
-4.335000E+0,0.000000E+0,5.000000E+0,-1.584121E-4,1.584174E-4,5.457739E-9,2.709060E+0,9.096231E-8,2.640202E-3,-6.992502E-11,-1.165417E-9
-4.300000E+0,0.000000E+0,5.000000E+0,-1.541343E-4,1.541385E-4,5.438641E-9,2.781929E+0,9.064402E-8,2.568905E-3,-5.456461E-10,-9.094101E-9
-4.265000E+0,0.000000E+0,5.000000E+0,-1.501500E-4,1.501548E-4,5.432060E-9,2.854320E+0,9.053433E-8,2.502499E-3,-1.880401E-10,-3.134001E-9
-4.230000E+0,0.000000E+0,5.000000E+0,-1.459975E-4,1.460023E-4,5.413115E-9,2.925739E+0,9.021858E-8,2.433292E-3,-5.412813E-10,-9.021355E-9
-4.195000E+0,0.000000E+0,5.000000E+0,-1.422887E-4,1.422936E-4,5.421007E-9,2.997077E+0,9.035011E-8,2.371478E-3,2.254831E-10,3.758052E-9
-4.160000E+0,0.000000E+0,5.000000E+0,-1.382819E-4,1.382866E-4,5.426604E-9,3.067604E+0,9.044339E-8,2.304699E-3,1.599102E-10,2.665170E-9
-4.125000E+0,0.000000E+0,5.000000E+0,-1.346484E-4,1.346535E-4,5.444864E-9,3.140457E+0,9.074774E-8,2.244141E-3,5.217287E-10,8.695478E-9
-4.090000E+0,0.000000E+0,5.000000E+0,-1.313043E-4,1.313095E-4,5.449960E-9,3.212562E+0,9.083267E-8,2.188405E-3,1.455978E-10,2.426630E-9
-4.055000E+0,0.000000E+0,5.000000E+0,-1.278131E-4,1.278183E-4,5.423709E-9,3.286128E+0,9.039515E-8,2.130218E-3,-7.500286E-10,-1.250048E-8
-4.020000E+0,0.000000E+0,5.000000E+0,-1.239043E-4,1.239086E-4,5.421117E-9,3.356373E+0,9.035196E-8,2.065072E-3,-7.404870E-11,-1.234145E-9
-3.985000E+0,0.000000E+0,5.000000E+0,-1.208963E-4,1.209010E-4,5.400691E-9,3.427720E+0,9.001152E-8,2.014939E-3,-5.836094E-10,-9.726823E-9
-3.950000E+0,0.000000E+0,5.000000E+0,-1.179302E-4,1.179351E-4,5.388697E-9,3.509861E+0,8.981162E-8,1.965503E-3,-3.426719E-10,-5.711199E-9
-3.915000E+0,0.000000E+0,5.000000E+0,-1.150014E-4,1.150061E-4,5.387218E-9,3.583308E+0,8.978696E-8,1.916691E-3,-4.227729E-11,-7.046215E-10
-3.880000E+0,0.000000E+0,5.000000E+0,-1.122081E-4,1.122130E-4,5.375520E-9,3.655692E+0,8.959200E-8,1.870136E-3,-3.342215E-10,-5.570359E-9
-3.845000E+0,0.000000E+0,5.000000E+0,-1.094070E-4,1.094128E-4,5.159117E-9,3.729635E+0,8.598529E-8,1.823449E-3,-6.182940E-9,-1.030490E-7
-3.810000E+0,0.000000E+0,5.000000E+0,-1.065170E-4,1.065228E-4,5.131485E-9,3.802785E+0,8.552476E-8,1.775283E-3,-7.894764E-10,-1.315794E-8
-3.775000E+0,0.000000E+0,5.000000E+0,-1.040251E-4,1.040303E-4,5.067233E-9,3.873313E+0,8.445388E-8,1.733752E-3,-1.835789E-9,-3.059648E-8
-3.740000E+0,0.000000E+0,5.000000E+0,-1.011843E-4,1.011899E-4,5.086835E-9,3.944620E+0,8.478058E-8,1.686404E-3,5.600472E-10,9.334121E-9
-3.705000E+0,0.000000E+0,5.000000E+0,-9.863373E-5,9.864275E-5,5.074818E-9,4.075009E+0,8.458030E-8,1.643895E-3,-3.433317E-10,-5.722195E-9
-3.670000E+0,0.000000E+0,5.000000E+0,-9.603993E-5,9.604826E-5,5.061948E-9,4.150122E+0,8.436580E-8,1.600665E-3,-3.677059E-10,-6.128431E-9
-3.635000E+0,0.000000E+0,5.000000E+0,-9.368287E-5,9.369102E-5,5.062069E-9,4.221230E+0,8.436781E-8,1.561381E-3,3.438519E-12,5.730866E-11
-3.600000E+0,0.000000E+0,5.000000E+0,-9.159072E-5,9.159921E-5,5.043327E-9,4.315175E+0,8.405544E-8,1.526512E-3,-5.354828E-10,-8.924713E-9
-3.565000E+0,0.000000E+0,5.000000E+0,-8.913085E-5,8.913878E-5,5.017316E-9,4.386849E+0,8.362194E-8,1.485514E-3,-7.431516E-10,-1.238586E-8
-3.530000E+0,0.000000E+0,5.000000E+0,-8.710664E-5,8.711399E-5,5.031550E-9,4.456846E+0,8.385916E-8,1.451777E-3,4.066715E-10,6.777859E-9
-3.495000E+0,0.000000E+0,5.000000E+0,-8.475406E-5,8.476173E-5,4.988059E-9,4.527500E+0,8.313431E-8,1.412568E-3,-1.242600E-9,-2.070999E-8
-3.460000E+0,0.000000E+0,5.000000E+0,-8.267783E-5,8.268544E-5,5.004198E-9,4.598292E+0,8.340331E-8,1.377964E-3,4.611295E-10,7.685492E-9
-3.425000E+0,0.000000E+0,5.000000E+0,-8.070056E-5,8.070829E-5,4.992148E-9,4.668851E+0,8.320246E-8,1.345009E-3,-3.443087E-10,-5.738478E-9
-3.390000E+0,0.000000E+0,5.000000E+0,-7.888563E-5,7.889302E-5,4.984994E-9,4.745033E+0,8.308323E-8,1.314760E-3,-2.043952E-10,-3.406587E-9
-3.355000E+0,0.000000E+0,5.000000E+0,-7.677562E-5,7.678277E-5,4.990961E-9,4.815043E+0,8.318269E-8,1.279594E-3,1.705049E-10,2.841748E-9
-3.320000E+0,0.000000E+0,5.000000E+0,-7.491249E-5,7.491987E-5,4.968628E-9,4.887254E+0,8.281046E-8,1.248541E-3,-6.381054E-10,-1.063509E-8
-3.285000E+0,0.000000E+0,5.000000E+0,-7.317878E-5,7.318566E-5,4.966767E-9,4.960437E+0,8.277945E-8,1.219646E-3,-5.316382E-11,-8.860637E-10
-3.250000E+0,0.000000E+0,5.000000E+0,-7.121560E-5,7.122248E-5,4.955736E-9,5.038270E+0,8.259560E-8,1.186927E-3,-3.151638E-10,-5.252729E-9
-3.215000E+0,0.000000E+0,5.000000E+0,-6.921252E-5,6.921930E-5,4.980867E-9,5.117628E+0,8.301445E-8,1.153542E-3,7.180161E-10,1.196694E-8
-3.180000E+0,0.000000E+0,5.000000E+0,-6.771142E-5,6.771816E-5,4.938017E-9,5.189156E+0,8.230029E-8,1.128524E-3,-1.224278E-9,-2.040463E-8
-3.145000E+0,0.000000E+0,5.000000E+0,-6.604632E-5,6.605304E-5,4.902149E-9,5.261009E+0,8.170249E-8,1.100772E-3,-1.024793E-9,-1.707988E-8
-3.110000E+0,0.000000E+0,5.000000E+0,-6.409471E-5,6.410017E-5,4.897518E-9,5.336234E+0,8.162530E-8,1.068245E-3,-1.323259E-10,-2.205432E-9
-3.075000E+0,0.000000E+0,5.000000E+0,-6.261827E-5,6.262381E-5,4.910793E-9,5.409307E+0,8.184655E-8,1.043638E-3,3.792903E-10,6.321504E-9
-3.040000E+0,0.000000E+0,5.000000E+0,-6.097528E-5,6.098099E-5,4.906908E-9,5.480941E+0,8.178180E-8,1.016255E-3,-1.109969E-10,-1.849949E-9
-3.005000E+0,0.000000E+0,5.000000E+0,-5.933949E-5,5.934450E-5,4.917868E-9,5.571459E+0,8.196447E-8,9.889915E-4,3.131463E-10,5.219106E-9
-2.970000E+0,0.000000E+0,5.000000E+0,-5.826568E-5,5.827069E-5,4.913761E-9,5.645721E+0,8.189601E-8,9.710947E-4,-1.173664E-10,-1.956107E-9
-2.935000E+0,0.000000E+0,5.000000E+0,-5.682572E-5,5.683050E-5,4.889166E-9,5.722311E+0,8.148611E-8,9.470953E-4,-7.026887E-10,-1.171148E-8
-2.900000E+0,0.000000E+0,5.000000E+0,-5.502138E-5,5.502565E-5,4.896361E-9,5.793208E+0,8.160601E-8,9.170230E-4,2.055499E-10,3.425831E-9
-2.865000E+0,0.000000E+0,5.000000E+0,-5.356527E-5,5.356936E-5,4.894673E-9,5.879677E+0,8.157788E-8,8.927545E-4,-4.822809E-11,-8.038015E-10
-2.830000E+0,0.000000E+0,5.000000E+0,-5.217899E-5,5.218354E-5,4.858239E-9,5.951907E+0,8.097065E-8,8.696498E-4,-1.040970E-9,-1.734951E-8
-2.795000E+0,0.000000E+0,5.000000E+0,-5.083757E-5,5.084194E-5,4.836827E-9,6.024533E+0,8.061379E-8,8.472929E-4,-6.117519E-10,-1.019587E-8
-2.760000E+0,0.000000E+0,5.000000E+0,-4.952231E-5,4.952655E-5,4.847693E-9,6.095582E+0,8.079489E-8,8.253719E-4,3.104564E-10,5.174274E-9
-2.725000E+0,0.000000E+0,5.000000E+0,-4.812817E-5,4.813282E-5,4.865818E-9,6.166617E+0,8.109697E-8,8.021362E-4,5.178461E-10,8.630768E-9
-2.690000E+0,0.000000E+0,5.000000E+0,-4.697397E-5,4.697851E-5,4.867403E-9,6.252134E+0,8.112339E-8,7.828995E-4,4.529710E-11,7.549517E-10
-2.655000E+0,0.000000E+0,5.000000E+0,-4.572019E-5,4.572405E-5,4.862436E-9,6.324069E+0,8.104060E-8,7.620032E-4,-1.419182E-10,-2.365304E-9
-2.620000E+0,0.000000E+0,5.000000E+0,-4.453808E-5,4.454196E-5,4.841390E-9,6.398491E+0,8.068983E-8,7.423013E-4,-6.013349E-10,-1.002225E-8
-2.585000E+0,0.000000E+0,5.000000E+0,-4.337496E-5,4.337841E-5,4.822743E-9,6.471034E+0,8.037905E-8,7.229159E-4,-5.327548E-10,-8.879247E-9
-2.550000E+0,0.000000E+0,5.000000E+0,-4.228753E-5,4.229076E-5,4.842585E-9,6.552373E+0,8.070976E-8,7.047921E-4,5.669243E-10,9.448738E-9
-2.515000E+0,0.000000E+0,5.000000E+0,-4.119091E-5,4.119435E-5,4.819227E-9,6.625413E+0,8.032045E-8,6.865152E-4,-6.673773E-10,-1.112295E-8
-2.480000E+0,0.000000E+0,5.000000E+0,-4.006555E-5,4.006944E-5,4.810450E-9,6.706103E+0,8.017417E-8,6.677591E-4,-2.507708E-10,-4.179514E-9
