# of variables,1,Sweep points,201,Parametric points,1,,,,,
Vg,Vs,Vd,Ig,Is,Id,time_s,Id_dens,Ig_dens,gm,gm_dens
-5.000000E+0,0.000000E+0,5.000000E+0,-1.424900E-8,5.305891E-9,8.757620E-9,1.340818E+0,1.459603E-7,2.374834E-7,1.662797E-9,2.771328E-8
-4.965000E+0,0.000000E+0,5.000000E+0,-1.402855E-8,5.225504E-9,8.815817E-9,1.410007E+0,1.469303E-7,2.338091E-7,1.662797E-9,2.771328E-8
-4.930000E+0,0.000000E+0,5.000000E+0,-1.415346E-8,5.245216E-9,8.921638E-9,1.481735E+0,1.486940E-7,2.358910E-7,3.023435E-9,5.039059E-8
-4.895000E+0,0.000000E+0,5.000000E+0,-1.391630E-8,5.162497E-9,8.766778E-9,1.556676E+0,1.461130E-7,2.319384E-7,-4.424550E-9,-7.374249E-8
-4.860000E+0,0.000000E+0,5.000000E+0,-1.397518E-8,5.185977E-9,8.803984E-9,1.630707E+0,1.467331E-7,2.329197E-7,1.063023E-9,1.771704E-8
-4.825000E+0,0.000000E+0,5.000000E+0,-1.384131E-8,5.127887E-9,8.724483E-9,1.718224E+0,1.454081E-7,2.306885E-7,-2.271453E-9,-3.785755E-8
-4.790000E+0,0.000000E+0,5.000000E+0,-1.390495E-8,5.106567E-9,8.810696E-9,1.790881E+0,1.468449E-7,2.317492E-7,2.463223E-9,4.105372E-8
-4.755000E+0,0.000000E+0,5.000000E+0,-1.382517E-8,5.106285E-9,8.732163E-9,1.863876E+0,1.455360E-7,2.304194E-7,-2.243818E-9,-3.739696E-8
-4.720000E+0,0.000000E+0,5.000000E+0,-1.381662E-8,5.067267E-9,8.762448E-9,1.936498E+0,1.460408E-7,2.302770E-7,8.652888E-10,1.442148E-8
-4.685000E+0,0.000000E+0,5.000000E+0,-1.382338E-8,5.039476E-9,8.796898E-9,2.007785E+0,1.466150E-7,2.303896E-7,9.843047E-10,1.640508E-8
-4.650000E+0,0.000000E+0,5.000000E+0,-1.374593E-8,5.070384E-9,8.688283E-9,2.079067E+0,1.448047E-7,2.290988E-7,-3.103295E-9,-5.172159E-8
-4.615000E+0,0.000000E+0,5.000000E+0,-1.365696E-8,5.001453E-9,8.669362E-9,2.151007E+0,1.444894E-7,2.276160E-7,-5.405961E-10,-9.009936E-9
-4.580000E+0,0.000000E+0,5.000000E+0,-1.356246E-8,4.989787E-9,8.585448E-9,2.221817E+0,1.430908E-7,2.260411E-7,-2.397549E-9,-3.995915E-8
-4.545000E+0,0.000000E+0,5.000000E+0,-1.363947E-8,4.996089E-9,8.655852E-9,2.307050E+0,1.442642E-7,2.273246E-7,2.011546E-9,3.352577E-8
-4.510000E+0,0.000000E+0,5.000000E+0,-1.367050E-8,4.995345E-9,8.688176E-9,2.394010E+0,1.448029E-7,2.278417E-7,9.235279E-10,1.539213E-8
-4.475000E+0,0.000000E+0,5.000000E+0,-1.346793E-8,4.931972E-9,8.549565E-9,2.467820E+0,1.424927E-7,2.244655E-7,-3.960311E-9,-6.600519E-8
-4.440000E+0,0.000000E+0,5.000000E+0,-1.350695E-8,4.935905E-9,8.583565E-9,2.540938E+0,1.430594E-7,2.251158E-7,9.714388E-10,1.619065E-8
-4.405000E+0,0.000000E+0,5.000000E+0,-1.352561E-8,4.973484E-9,8.564985E-9,2.610991E+0,1.427498E-7,2.254268E-7,-5.308516E-10,-8.847526E-9
-4.370000E+0,0.000000E+0,5.000000E+0,-1.348028E-8,4.924470E-9,8.569756E-9,2.701921E+0,1.428293E-7,2.246714E-7,1.362973E-10,2.271622E-9
-4.335000E+0,0.000000E+0,5.000000E+0,-1.340801E-8,4.886155E-9,8.534704E-9,2.774886E+0,1.422451E-7,2.234668E-7,-1.001485E-9,-1.669141E-8
-4.300000E+0,0.000000E+0,5.000000E+0,-1.340954E-8,4.910246E-9,8.512171E-9,2.854697E+0,1.418695E-7,2.234924E-7,-6.437771E-10,-1.072962E-8
-4.265000E+0,0.000000E+0,5.000000E+0,-1.340499E-8,4.860054E-9,8.557809E-9,2.928367E+0,1.426301E-7,2.234165E-7,1.303922E-9,2.173203E-8
-4.230000E+0,0.000000E+0,5.000000E+0,-1.341705E-8,4.877739E-9,8.552265E-9,3.000424E+0,1.425377E-7,2.236176E-7,-1.584003E-10,-2.640005E-9
-4.195000E+0,0.000000E+0,5.000000E+0,-1.335545E-8,4.845419E-9,8.523257E-9,3.072416E+0,1.420543E-7,2.225908E-7,-8.287973E-10,-1.381329E-8
-4.160000E+0,0.000000E+0,5.000000E+0,-1.340821E-8,4.842654E-9,8.578810E-9,3.143356E+0,1.429802E-7,2.234701E-7,1.587226E-9,2.645376E-8
-4.125000E+0,0.000000E+0,5.000000E+0,-1.336823E-8,4.842124E-9,8.539295E-9,3.215039E+0,1.423216E-7,2.228038E-7,-1.128976E-9,-1.881627E-8
-4.090000E+0,0.000000E+0,5.000000E+0,-1.331970E-8,4.786143E-9,8.546399E-9,3.284594E+0,1.424400E-7,2.219949E-7,2.029615E-10,3.382691E-9
